eng_name,weight,category,Energy,Water,Protein,Fat,Ash,Carbohydrate,Total sugars,Sucrose,Glucose,Fructose,Lactose,Maltose,Galactose,Total Dietary Fiber,Water Soluble Dietary Fiber,Water Insoluble Dietary Fiber,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Molybdenum,Iodine,Retinol,β-Carotene,Thiamin,Total Riboflavin,Total Niacin,Niacin equivalents,Nicotinic acid,Nicotinamide,Pantothenic acid,Total Vitamin B6,Pyridoxine,Biotin,Dietary Folate Equivalent,Food Folate,Folic acid,Cyanocobalamin,Total Ascorbic Acid,Vitamin D (Ergocalciferol + Cholecalciferol),Ergocalciferol,Cholecalciferol,Total Vitamin E,α-tocopherol,β-tocopherol,γ-tocopherol,δ-tocopherol,α-tocotrienol,β-tocotrienol,γ-tocotrienol,δ-tocotrienol,Total Vitamin K,Phylloquinone,Parquinone,Sum of 19 amino acids,Total essential amino acid,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Histidine,Arginine,Total non-essential amino acid,Tyrosine,Cystine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Taurine,Cholesterol,Total fatty acid,Total essential fatty acid,Saturated Fatty acid,Butyric,Caproic,Caprylic,Capric,Lauric,Tridecanoic,Mysistic,Pentadecanoic,Palmitic,Heptadecanoic,Stearic,Arachidic,Henicosanoic,Begenic,Tricosanoic,Lignoceric,Monounsaturated fatty acid,Myristoleic ,Palmitoleic ,Heptadecenoic,Oleic ,Vaccenic,Gadoleic,Erucic,Nervonic,Polyunsaturated fatty acid,Linoleic,a-linolenic ,γ-linolenic,Eicosadienoic,Icosatrienoic ,Eicosatrienoic,Arachidonic,Timnodonic/Eicosapentaenoic(EPA),Docosadienoic,Clupanodonic/Docosapentaenoic (DPA),Docosahexaenoic (DHA),Total n-3 polyunsaturated Fatty acid,Total n-6 polyunsaturated Fatty acid,Trans fatty acid,Trans oleic ,Trans linolenic,Trans linolenic.1,Sodium Chloride Equivalent
cold bean sprout soup,39.3,Soup,19.1,33.5659,2.8458,0.588,0.8877,1.426,0.1751,0.0008,0.0491,0.1055,0.0,0.0175,0.0022,0.5920000000000001,0.004,0.588,59.16,0.4967,15.92,64.87,101.225,144.741,0.3895,0.0447,0.15786,0.0871,7.2272,0.1876,0.0,7.64,0.04362,0.03383,0.23981,0.0,0.0,0.0,0.14709,0.0,0.00707,1.5992,20.56,20.56,0.0,0.5088,0.701,0.0256,0.0,0.0216,0.0685,0.0121,0.0,0.0282,0.021,0.0035,0.0,0.0037,0.0,31.0038,31.0038,0.0,2391.26,988.68,93.76,132.8,126.84,43.21,127.81,96.77,14.87,108.36,68.19,176.07,1402.58,76.84,36.35,132.16,483.41,342.78,88.06,111.59,105.33,26.06,2.8828,0.5335,0.2758,0.128,0.0,0.0,0.0,0.0,0.1212,0.0522,6.2608,0.6164,83.7467,1.8999,25.3981,3.8225,0.2759,2.9007,1.0344,1.8489,0.1011,0.0,5.0902,0.0,86.0476,8.6577,1.0706,0.08900000000000001,0.9178,0.3034,235.1851,41.1696,0.0,0.0,0.0536,0.0834,0.5108,6.0204,0.201,0.5398,20.804000000000002,0.0704,0.2365,0.001,0.5634,0.7605,0.4872,0.3659
bean sprout soy paste soup,39.2,Soup,20.945999999999998,33.0286,2.6192599999999997,0.50354,1.0089,2.0531,0.5806399999999999,0.0333,0.24554,0.2896,0.0,0.01,0.0022,0.5976,0.0544,0.5432,56.086000000000006,0.63334,12.475999999999999,60.638000000000005,107.514,193.68400000000003,0.30022,0.030256,0.121118,0.14372000000000001,4.8333,0.25436,0.0,25.74,0.053966,0.037382,0.213796,0.0,0.0,0.0,0.13702,0.0,0.00795,1.6406599999999998,15.87,15.87,0.0,0.5088,0.9664200000000001,0.0256,0.0,0.0216,0.0481,0.0157,0.0,0.0162,0.012,0.002,0.0,0.0022,0.0,18.4668,18.4668,0.0,1801.0420000000001,768.9639999999999,73.22399999999999,105.228,95.426,38.452,96.154,74.866,15.702,80.734,52.91,136.268,1032.078,60.72,27.838,100.038,321.53,258.82599999999996,71.27,88.016,77.78,26.06,2.8828,0.34854,0.16412000000000002,0.09168,0.0,0.0,0.0,0.0,0.1212,0.0522,6.0118,0.6164,58.1752,1.5084,17.439320000000002,3.011,0.1994,1.8761400000000001,1.0344,1.4636,0.06414,0.0,4.8832,0.0,52.1014,5.71822,0.7736,0.08900000000000001,0.9178,0.19172,137.26256,27.0211,0.0,0.0,0.0536,0.0834,0.3158,6.0204,0.201,0.5398,20.804000000000002,0.0552,0.13852,0.001,0.4134,0.522,0.4872,0.491
bean sprout soup,34.6,Soup,17.669,29.2868,2.63489,0.52036,0.8554,1.31595,0.15900999999999998,0.0008,0.04701,0.094,0.0,0.015,0.0022,0.5219,0.0061,0.5158,56.784,0.46566,14.389000000000001,60.992,91.396,144.697,0.35598,0.039099,0.14208199999999999,0.08953,6.2104,0.19429000000000002,0.0,7.34,0.038274,0.030407999999999998,0.20779899999999998,0.0,0.0,0.0,0.12974000000000002,0.0,0.007145,1.6186399999999999,18.335,18.335,0.0,0.5088,0.64658,0.0256,0.0,0.0216,0.0596,0.0112,0.0,0.0242,0.018000000000000002,0.003,0.0,0.0032,0.0,26.8248,26.8248,0.0,2175.633,907.691,86.13600000000001,122.337,115.264,41.398,116.26100000000001,88.51899999999999,14.628,98.23100000000001,62.565,162.352,1267.942,70.785,33.407,120.462,427.15,309.744,81.85,103.109,95.375,26.06,2.8828,0.46936000000000005,0.23698000000000002,0.11512,0.0,0.0,0.0,0.0,0.1212,0.0522,6.1778,0.6164,74.6048,1.7694,22.68733,3.552,0.2504,2.53776,1.0344,1.69145,0.08866,0.0,5.0212,0.0,74.6337,7.68023,0.9716,0.08900000000000001,0.9178,0.26458000000000004,202.02729,35.4166,0.0,0.0,0.0536,0.0834,0.4458,6.0204,0.201,0.5398,20.804000000000002,0.0644,0.20318,0.001,0.5134,0.6809999999999999,0.4872,0.3659
bean sprout daikon soup,33.6,Soup,15.339,28.9388,2.2160900000000003,0.39186,0.8427,1.22395,0.19471,0.0044,0.027710000000000002,0.1455,0.0,0.01,0.0051,0.4059,0.0341,0.3718,54.044,0.40846,11.789000000000001,55.891999999999996,94.586,145.197,0.33008000000000004,0.029099,0.121952,0.09852999999999999,4.6753,0.10049,0.0,4.37,0.032114,0.023068,0.13866900000000001,0.0,0.0,0.0,0.10007,0.0,0.010305,1.6186399999999999,14.035,14.035,0.0,0.5088,1.16508,0.0256,0.0,0.0216,0.0406,0.0082,0.0,0.0162,0.012,0.002,0.0,0.0022,0.0,17.5914,17.5914,0.0,1757.6129999999998,750.9110000000001,72.486,103.227,94.464,38.178000000000004,94.311,72.999,14.677999999999999,79.961,52.225,128.382,1006.702,58.555,27.197,99.682,312.92,246.204,70.86,88.15899999999999,77.065,26.06,2.8828,0.34686,0.16128,0.09142,0.0,0.0,0.0,0.0,0.1058,0.0522,6.0002,0.6164,57.5859,1.5084,17.80493,3.0676,0.1922,1.78286,1.0344,1.36845,0.06556000000000001,0.0,5.0182,0.0,53.4502,5.89823,0.7736,0.08900000000000001,0.9178,0.18888,137.35869,24.6417,0.0,0.0,0.0536,0.0834,0.3158,6.0204,0.201,0.5398,20.804000000000002,0.0531,0.13868,0.001,0.4134,0.522,0.4872,0.3659
bean sprout dried pollack soup,35.3,Soup,37.624,26.5084,5.09279,1.48041,1.08405,1.14835,0.19036,0.0046,0.03036,0.14025,0.0,0.0075,0.00565,0.3339,0.0351,0.2988,66.08,0.5804600000000001,10.779000000000002,82.97399999999999,145.141,176.267,0.30413,0.025159,0.118677,0.08803,3.65785,0.14739000000000002,0.0,7.197,0.034684,0.031807999999999996,0.5295340000000001,0.0,0.0,0.0,0.092305,0.0,0.010225,1.65734,11.535,11.535,0.0,0.5088,1.12883,0.0256,0.0,0.0216,0.6487,0.0286,0.0,0.6079,0.009000000000000001,0.0015,0.0,0.0017,0.0,13.8501,13.8501,0.0,1532.6429999999998,664.7410000000001,64.76100000000001,92.602,82.514,36.328,82.486,64.669,14.353,69.616,46.495,110.917,867.9019999999999,52.32,24.142,87.83200000000001,254.595,212.014,64.465,79.434,67.04,26.06,2.8828,1.23821,0.8737299999999999,0.15507,0.0,0.0,0.0,0.0,0.1135,0.0522,5.922999999999999,0.6164,105.74365,1.3779,32.99103,4.0451,0.1703,1.42531,1.0344,1.20695,0.17601,0.0,5.7646,0.0,154.32215,13.72763,1.6684,0.08900000000000001,0.9178,0.9020299999999999,235.06929,639.30475,0.0,0.0,0.7451,0.0834,0.2508,6.0204,0.201,0.5398,20.804000000000002,0.66825,0.23623000000000002,0.0051,0.3634,1.8856,3.0995,0.4467
bean sprout fried fish paste soup,44.6,Soup,38.819,34.5568,3.71789,0.9988600000000001,1.1544,4.18545,0.73451,0.5358,0.03651,0.1465,0.0,0.0075,0.0062,0.3869,0.0811,0.3058,59.233999999999995,0.46416,12.539000000000001,69.042,101.396,249.997,0.33098,0.030049,0.12263199999999999,5.60803,4.5464,1.28779,3.6,10.89,0.027074,0.023508,0.157549,0.18,0.0267,0.02475,0.09109,0.0,0.011345000000000001,1.6186399999999999,12.385,12.385,0.0,0.5913,1.11058,0.0256,0.0,0.0216,0.2666,0.0457,0.0,0.1397,0.06,0.0045,0.0135,0.0017,0.0,14.2878,14.2878,0.0,3227.433,1382.641,138.436,223.437,197.66400000000002,79.248,150.061,137.119,22.028000000000002,145.131,77.665,211.702,1844.642,89.235,33.157,172.062,397.35,680.0939999999999,141.9,163.259,141.675,26.06,5.8258,0.9273600000000001,0.46798,0.20212,0.0,0.0,0.0,0.1665,0.3462,0.0522,8.8118,1.2179,131.1518,3.1704,44.80133,4.97,0.1739,1.43526,2.6109,2.10995,0.18816,0.0,7.7917,0.0,162.7467,15.06073,2.5706,0.08900000000000001,0.9178,0.52558,413.51379,54.6271,0.0,0.768,0.0536,0.0834,0.2508,10.5624,0.735,1.9918,44.381,0.1119,0.41618,0.0115,1.0099,5.928,5.2662,0.6359
bean sprout fried fish paste soup,49.6,Soup,40.169000000000004,39.1568,3.76539,1.00086,1.1709,4.51945,1.0215100000000001,0.5683,0.17601,0.2615,0.0,0.0075,0.0062,0.4719,0.0811,0.3908,59.983999999999995,0.47416,12.939,70.392,108.646,250.14700000000002,0.33848,0.030399000000000002,0.131432,5.666530000000001,4.5729,1.28779,3.6,10.99,0.028824000000000002,0.024058,0.162499,0.18,0.0267,0.02475,0.09639,0.0,0.011895000000000001,1.64714,12.935,12.935,0.0,0.5913,1.40458,0.0256,0.0,0.0216,0.2666,0.0457,0.0,0.1397,0.06,0.0045,0.0135,0.0017,0.0,14.2878,14.2878,0.0,3264.433,1401.0410000000002,139.386,225.287,199.91400000000002,79.548,151.561,138.16899999999998,22.578000000000003,146.33100000000002,78.315,219.80200000000002,1863.2420000000002,89.985,33.607,172.96200000000002,401.1,690.194,142.9,163.959,142.625,26.06,5.8258,0.9293600000000001,0.46898,0.20262,0.0,0.0,0.0,0.1665,0.3462,0.0522,8.8118,1.2179,131.5773,3.1704,44.84683,4.97,0.1739,1.43526,2.6109,2.20645,0.18866,0.0,7.7917,0.0,163.0422,15.06073,2.5706,0.08900000000000001,0.9178,0.52658,414.38379,54.6751,0.0,0.768,0.0536,0.0834,0.2508,10.5624,0.735,1.9918,44.381,0.1119,0.41718,0.0115,1.0099,5.928,5.2662,0.6359
bean sprout beef stew,114.0,Soup,126.26,91.696,9.0561,8.5507,0.7979999999999999,3.6492,1.1796,0.1023,0.5281,0.526,0.0,0.015,0.0062,1.167,0.094,1.073,31.98,1.1934,20.7,119.5,240.52,41.3,1.8083,0.0929,0.27416,13.4998,8.0137,13.4169,30.2,37.94,0.06562,0.19988,0.87446,0.0,0.0,0.0,0.35739,0.0,0.00993,4.9315,40.65,40.65,0.0,0.5045,2.7175,4.18,0.0,4.18,1.4624,0.4212,0.0202,0.6668,0.3282,0.013000000000000001,0.004,0.009000000000000001,0.0,32.7171,32.7171,0.0,8494.34,4043.66,362.85,667.77,658.9,190.89,408.65,395.84,91.4,442.44,259.63,565.29,4450.68,310.96,133.17,494.46,1043.41,1323.58,361.53,325.65,447.72,10.2,82.1385,7.2363,1.7009999999999998,2.3383,0.0,0.0,0.0,2.2325,5.2308,0.425,150.6929,11.7175,1563.8894,26.2092,513.8285,9.7684,1.1529,10.0858,38.933,4.6103,3.0224,51.817,261.1993,0.0,2523.715,156.3856,29.4487,0.68,0.0,1.732,1513.2562,177.0414,0.0,4.0695,0.0,9.302,12.6825,0.106,0.0,2.6445,14.144,0.1948,1.5416,0.1436,82.7864,39.8248,22.7936,0.085
soy puree soup,46.4,Soup,34.536,37.7912,2.52736,0.6400399999999999,0.7429,4.7119,0.45533999999999997,0.0463,0.22084,0.18600000000000003,0.0,0.0,0.0022,0.1576,0.0054,0.1522,66.486,1.08264,5.3260000000000005,46.008,75.204,112.758,0.15282,0.0053560000000000005,0.054528,0.10412,0.0821,0.19205999999999998,0.0,5.68,0.030906,0.015902,0.431016,0.0,0.0,0.0,0.03306,0.0,0.006940000000000001,1.6520599999999999,3.38,3.38,0.0,0.5088,0.50632,0.0256,0.0,0.0216,0.0024,0.002,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,1.7508,1.7508,0.0,838.842,401.214,39.974000000000004,58.748000000000005,45.006,30.072,45.894,37.955999999999996,13.262,36.154,28.3,65.848,437.62800000000004,33.32,15.068,48.988,77.17,108.796,43.52,50.86600000000001,33.84,26.06,2.8828,0.08504,0.00432,0.03778,0.0,0.0,0.0,0.0,0.1212,0.0522,5.6798,0.6164,19.6803,0.9864,6.41212,1.929,0.0974,0.33124000000000003,1.0344,0.8562,0.01434,0.0,4.6072,0.0,6.2467,1.7962200000000001,0.3776,0.08900000000000001,0.9178,0.03192,3.1920599999999997,0.9658,0.0,0.0,0.0536,0.0834,0.0558,6.0204,0.201,0.5398,20.804000000000002,0.0284,0.00352,0.001,0.2134,0.204,0.4872,0.2806
red bean porridge,56.2,Soup,194.97,7.2056,9.799,0.5921,1.5662,37.0406,1.1385,1.0985,0.0,0.0,0.044000000000000004,0.0,0.0,7.16,0.6,6.56,26.545,2.2842,56.81,175.05,563.755,68.829,1.024,0.2712,0.716,1.9051,118.0983,0.9520000000000001,0.0,0.3,0.25095,0.10664000000000001,1.2268,1.2136,0.7564,0.2604,0.2183,0.0,0.0404,0.0,76.0,76.0,0.0,0.0,1.828,0.0,0.0,0.0,2.56,0.0,0.008,0.8440000000000001,1.7080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6648.02,3023.2,250.8,534.8,505.2,74.8,375.2,265.6,12.0,339.6,202.0,463.2,3624.82,74.8,32.82,305.2,798.0,1364.8,274.0,363.2,412.0,0.0,0.0,0.3361,0.184,0.1201,0.0,0.0,0.0,0.0,0.0,0.0,0.8833,0.0,94.7624,1.8840000000000001,13.8463,1.504,0.0,5.296,0.0,2.616,0.024,0.0,0.6920000000000001,0.0,17.612000000000002,6.18,0.0,0.0,0.0,0.184,124.18,57.708,0.0,0.0,0.0,0.8959999999999999,1.58,0.0,0.0,0.0,0.0,0.06,0.128,0.004,0.98,3.36,1.228,0.1706
mild soy puree stew,54.4,Soup,43.746,43.9312,4.64686,0.8972399999999999,0.9318,4.0993,0.05354,0.0008,0.02554,0.025,0.0,0.0,0.0022,0.0386,0.0054,0.0332,68.836,1.11164,7.3660000000000005,67.868,116.304,140.09799999999998,0.33532,0.009966,0.042508,2.08422,0.1,0.46806000000000003,0.3,33.64,0.12075599999999999,0.049432,0.7994859999999999,0.0,0.0,0.0,0.025639999999999996,0.0,0.00807,1.8621599999999998,2.61,2.61,0.0,0.5588,0.8207200000000001,0.0456,0.0,0.0416,0.0334,0.027999999999999997,0.0,0.0052,0.0,0.0,0.0,0.0002,0.0,1.7508,1.7508,0.0,2695.6420000000003,1346.954,122.844,226.158,217.25599999999997,83.552,121.39399999999999,129.786,32.592,126.274,106.09,181.00799999999998,1348.6879999999999,96.37,37.838,161.828,258.62,396.156,131.92,125.88600000000001,114.01,26.06,9.6678,0.38224,0.057920000000000006,0.15408,0.0,0.0,0.0,0.515,0.7782,0.0522,10.6528,0.6164,91.3626,1.9934,43.51542,2.512,0.0974,0.33124000000000003,1.0344,0.7211,0.13664,0.0,11.7822,0.0,109.449,11.711219999999999,2.8756,0.08900000000000001,0.9178,0.08852,48.196059999999996,3.2996,0.0,1.6159999999999999,0.3236,0.9704,6.3778,6.0204,0.201,1.2128,20.804000000000002,0.0314,0.057120000000000004,0.003,1.2864,1.368,0.4872,0.3506
soy puree stew,54.6,Soup,44.38399999999999,43.9562,4.67344,0.91404,0.9421799999999999,4.22054,0.08843999999999999,0.0008,0.038419999999999996,0.04702,0.0,0.0,0.0022,0.114,0.018000000000000002,0.096,68.994,1.12142,7.676,68.55199999999999,121.38600000000001,140.124,0.34071999999999997,0.011354000000000001,0.045438,2.09206,0.1372,0.4889,0.3,48.36600000000001,0.12161,0.05375,0.8163520000000001,0.0,0.0,0.0,0.026128,0.0,0.008184,2.0126,2.8,2.8,0.0,0.5588,0.8207200000000001,0.0456,0.0,0.0416,0.10672000000000001,0.08082,0.0014199999999999998,0.02018,0.0041,0.0,0.0,0.0002,0.0,1.8889040000000001,1.8889040000000001,0.0,2716.888,1354.844,123.554,227.57,218.204,83.81,122.214,130.65200000000002,32.728,127.25,106.46600000000001,182.396,1362.0439999999999,96.99600000000001,38.338,162.906,263.14599999999996,399.55199999999996,133.012,127.37799999999999,114.656,26.06,9.6678,0.3983,0.06907999999999999,0.15704,0.0,0.0,0.0,0.515,0.82826,0.0522,10.8307,0.62192,93.5654,2.0169,43.88658,2.5611200000000003,0.1004,0.36856,1.0344,0.75598,0.13848,0.0,11.894919999999999,0.0,110.91741999999999,11.951039999999999,2.8919,0.08900000000000001,0.9178,0.09967999999999999,58.633359999999996,4.019419999999999,0.0,1.62598,0.3236,0.9704,6.3778,6.0204,0.201,1.2128,20.804000000000002,0.032119999999999996,0.06756000000000001,0.0031,1.29036,1.4513200000000002,0.49696,0.3506
cream soup,122.0,Soup,103.02,102.086,3.7513,5.0173,0.7452,10.4002,5.074,0.0975,0.4185,0.345,4.213,0.0,0.0,0.39,0.025,0.365,116.42,0.1171,12.45,92.73,171.08,36.7,0.4059,0.0060799999999999995,0.05725,6.412000000000001,2.8963,6.1748,65.44,0.76,0.0343,0.16577,0.3363,0.0,0.0,0.0,0.3109,0.0,0.00295,2.3355,4.5,4.5,0.0,0.341,1.6805,0.0,0.0,0.0,0.052000000000000005,0.0311,0.015,0.0008,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,3628.49,1593.39,139.41,374.97,247.0,80.71,164.58,146.98,34.69,180.06,85.85,139.14,2035.1,153.02,47.31,114.17,256.06,829.23,76.07,362.93,196.31,0.0,14.3324,4.5833,0.156,3.1455,134.4128,89.5654,50.3368,108.3536,195.3956,3.7672,514.7767,40.0586,1368.2801,24.3922,590.4166,8.9978,5.9386,4.0404,3.045,2.251,1.0672,36.3502,74.6242,0.0,923.3064,21.7255,3.693,3.7526,0.6075,0.1688,134.1193,12.9545,0.0,1.369,0.0,7.7716,7.17,0.84,1.11,2.2234,0.0,0.0162,0.1531,0.2018,155.5858,36.385,12.4819,0.1
soup,49.3,Soup,76.949,36.8049,4.86379,5.68926,0.4342,1.30785,0.43801,0.0373,0.16551,0.22699999999999998,0.0,0.0,0.0062,0.4789,0.0681,0.4108,11.704,0.61206,14.219000000000001,56.137,108.061,42.736000000000004,1.16703,0.023399,0.12556199999999998,4.947430000000001,5.21835,0.32614,2.4,6.205,0.014649,0.074758,0.496594,0.0,0.0,0.0,0.070145,0.0,0.008579999999999999,0.62539,4.69,4.69,0.0,0.27399999999999997,1.33693,0.0,0.0,0.0,1.29365,0.0817,0.0,1.0131,0.19885,0.0,0.0,0.0,0.0,1.8876,1.8876,0.0,4334.143,2094.111,180.481,370.202,370.894,95.64299999999999,197.071,195.294,48.658,196.12599999999998,151.58,288.16200000000003,2240.032,161.425,55.997,254.957,432.56,717.0039999999999,221.355,203.389,193.345,0.0,13.097999999999999,4.691409999999999,0.98298,1.4467700000000001,0.0,0.0,0.0,1.786,4.1908,0.34,115.2652,8.796,942.48185,18.2401,335.98998,11.61695,0.6884,3.68641,0.39799999999999996,2.4803,2.15931,40.668,181.8149,0.0,1832.2672,93.00213000000001,12.0759,0.544,0.0,0.99198,923.1012900000001,51.32885,0.0,1.505,0.0,5.436,9.834,0.0,0.0,1.258,0.0,0.05255,0.94048,0.09335,63.552,24.62635,6.224,0.098
taro soup,48.8,Soup,71.964,36.2039,4.16629,4.74731,0.51885,2.96365,0.15100999999999998,0.0048,0.026010000000000002,0.11199999999999999,0.0,0.0,0.0062,0.5239,0.2931,0.2308,5.989,0.52781,8.344,46.742,165.331,42.706,1.08808,0.031179000000000002,0.12848199999999999,4.92243,1.14285,0.32614,2.4,7.55,0.021849,0.059258000000000005,0.570244,0.0,0.0,0.0,0.064845,0.0,0.009505,0.5777399999999999,7.59,7.59,0.0,0.27399999999999997,1.22443,0.0,0.0,0.0,0.53155,0.1235,0.0,0.40215,0.0059,0.0,0.0,0.0,0.0,1.8419999999999999,1.8419999999999999,0.0,3721.638,1818.941,153.721,320.067,330.844,87.238,166.521,172.389,41.708,174.861,134.93,236.662,1902.6970000000001,145.625,49.437,229.392,369.655,578.779,199.645,166.62900000000002,163.535,0.0,13.097999999999999,3.79256,0.50618,1.3105200000000001,0.0,0.0,0.0,1.786,4.1908,0.34,114.7972,8.71,853.73215,17.4794,297.75843,7.3664,0.4444,1.4460600000000001,0.132,1.06405,1.87696,40.668,180.7676,0.0,1562.5636,82.45343000000001,10.3526,0.544,0.0,0.51418,485.69504000000006,11.01,0.0,1.27,0.0,5.436,9.834,0.0,0.0,1.258,0.0,0.0124,0.50288,0.0909,63.263999999999996,22.5089,5.816,0.098
tomato persimmon pine nut soup,63.3,Soup,31.349,54.2749,1.80929,0.22666,1.0673,5.92855,1.04831,0.0463,0.5038100000000001,0.496,0.0,0.0,0.0022,1.4859,0.4561,1.0298,29.364,0.55796,11.839,39.882,206.541,172.49599999999998,0.24338,0.040438999999999996,0.091752,1.27413,0.878,0.45679,0.0,100.68,0.046374,0.030177999999999996,0.21287899999999998,0.0,0.0,0.0,0.19011,0.0,0.013895,1.44894,11.775,11.775,0.0,0.2544,6.6856800000000005,0.0128,0.0,0.0108,0.0866,0.0514,0.0,0.0351,0.0,0.0,0.0,0.0001,0.0,1.7508,1.7508,0.0,1026.873,413.941,37.936,64.237,50.744,22.958000000000002,48.281000000000006,45.849,9.638,42.201,23.995,68.102,612.932,32.495,15.097000000000001,47.372,152.75,216.18400000000003,42.11,52.419,41.475,13.03,1.4414,0.09816,0.031180000000000003,0.03752,0.0,0.0,0.0,0.0575,0.3485,0.0261,2.9865,0.3082,22.8758,0.4932,6.65263,1.2514,0.0559,0.31106,0.5172,0.61585,0.01516,0.0,2.3036,0.0,12.1611,0.9001299999999999,0.1888,0.0445,0.4589,0.04498,27.823590000000003,2.8789,0.0,0.0,0.0268,0.0417,0.0279,3.0102,0.1005,0.2699,10.402000000000001,0.017,0.02808,0.0005,0.1067,0.102,0.2436,0.436
winter mushroom miso paste soup,15.6,Soup,11.265,11.9129,1.20659,0.25986,0.6776,1.54975,0.29521,0.0564,0.19061,0.0471,0.0,0.0,0.0011,0.6799,0.2331,0.4468,23.783,0.28665999999999997,5.699,31.521,66.877,160.711,0.16268,0.017959,0.046022,1.57833,2.1592,0.15749000000000002,0.0,5.092,0.014694,0.029398,0.157809,0.0,0.0,0.0,0.17152,0.0,0.004195,1.51934,8.085,8.085,0.0,0.2544,0.11308,0.0128,0.0,0.0108,0.22899999999999998,0.0188,0.0,0.1492,0.0573,0.0,0.0,0.0037,0.0,0.8754,1.49118,0.0,890.933,406.931,40.336,67.357,50.663999999999994,20.768,47.92100000000001,40.809,12.978,40.801,27.525,57.772,484.00199999999995,35.625,13.837,57.602,86.89,137.614,43.78,49.449,42.575,16.63,1.4414,0.23546,0.12568,0.05012,0.0,0.0,0.0,0.0,0.0606,0.0261,3.0283,0.3574,31.9806,0.6867,10.35113,1.5438,0.1441,0.92916,0.5172,0.72295,0.04476,0.0,2.4665,0.0,38.0717,3.3475300000000003,0.4714,0.0445,0.4589,0.13978,106.22328999999999,19.4119,0.0,0.0948,0.0268,0.0417,0.1374,3.0102,0.1005,0.2699,10.402000000000001,0.033,0.10678,0.0008,0.1664,0.1947,0.303,0.4066
Pyogo mushroom soup,34.8,Soup,14.765,28.6909,2.3979,0.19405,1.00825,2.5223,0.4396,0.0333,0.2566,0.1475,0.0,0.0,0.0022,1.344,0.531,0.813,43.715,0.36565,10.345,69.7,123.455,175.68099999999998,0.5914,0.027239999999999997,0.11045,0.5871,0.61215,0.19745,0.0,5.64,0.005795000000000001,0.05558,0.801655,0.8340000000000001,0.77175,0.01125,0.24764499999999998,0.0,0.01127,3.3802,11.075,11.075,0.0,0.5088,0.61135,0.0256,0.0,0.0216,0.00225,0.0016,0.0,0.00045,0.0,0.0,0.0,0.0002,0.0,1.7508,1.7508,0.0,1645.075,708.46,69.335,110.49,72.76,39.66,76.58,86.06,15.97,75.58,48.765,113.26,936.615,50.11,25.34,112.56,142.005,357.115,76.665,68.78,77.98,26.06,2.8828,0.1615,0.0688,0.05,0.0,0.0,0.0,0.0,0.1212,0.0522,5.6798,0.6164,29.58605,0.9864,7.6094,1.929,0.0974,0.3282,1.0344,0.8149,0.0141,0.0,4.6072,0.0,7.1349,1.7942,0.3776,0.08900000000000001,0.9178,0.0964,67.66075,0.9466,0.0,0.0,0.0536,0.0834,0.0558,6.0204,0.201,0.5398,20.804000000000002,0.0284,0.068,0.001,0.2134,0.204,0.4872,0.4439
winter mushroom egg soup,43.6,Soup,35.399,35.4048,3.5152900000000002,1.5668600000000001,0.7968,2.32295,0.53651,0.1173,0.24850999999999998,0.1685,0.0,0.0,0.0022,0.6669,0.3361,0.3308,32.954,0.66656,6.928999999999999,70.232,101.946,149.247,0.40388,0.020549,0.054782000000000004,7.29373,1.1149,13.21829,27.2,5.64,0.031474,0.12575799999999998,0.21084899999999998,0.0,0.0,0.0,0.44553999999999994,0.0,0.003925,5.8505400000000005,26.455,26.455,0.0,0.4164,0.40058,4.1928,0.0,4.1908,0.3556,0.2414,0.004,0.0841,0.006,0.01,0.004,0.0061,0.0,1.7508,1.7508,0.0,3198.173,1579.981,155.20600000000002,255.947,209.644,87.68799999999999,169.981,166.179,51.118,196.171,79.835,208.21200000000002,1618.192,129.645,72.067,190.96200000000002,313.3,446.244,113.26,101.639,222.445,28.63,67.2074,1.4843600000000001,0.25278,0.53632,0.0,0.0,0.0,0.0,0.076,0.0261,7.8935,1.1382,362.6931,3.3032,123.82293,0.9789,0.5039,0.18855999999999998,36.5412,0.45975,0.65496,0.982,37.1516,0.0,581.1514,31.200129999999998,3.4348,0.0445,0.4589,0.28658,238.89709,13.5012,0.0,2.4819999999999998,0.0268,2.2117,0.0279,3.0102,0.1005,1.3419,24.546,0.042,0.24468,0.0065,2.9067,1.4180000000000001,2.3896,0.3709
