name,Weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (Beta-Carotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,EPA,DHA
도라지나물,17.8,"반찬_나물,무침,샐러드_부찬",14.559,0.34252,0.60767,2.10236,0.6902,8.443,0.08613,34.131,0,0.543416667,0.00306,0.017844,0.83,0.25491205,0.00432017,0,0
상추묵무침,75,"반찬_나물,무침,샐러드_부찬",29.37,0.761,0.2073,6.4523,1.115,18.38,0.4985,122.99,0,39.7675,0.02445,0.10306,1.8438,0.0589321,0.0055791,0,0
도토리묵상추무침,80,"반찬_나물,무침,샐러드_부찬",31.17,0.784,0.2188,6.9183,1.225,18.13,0.522,122.84,0,41.53416667,0.02585,0.11141,11.3988,0.0637081,0.0079656,0,0
도토리묵채소무침,75,"반찬_나물,무침,샐러드_부찬",29.17,0.767,0.1933,6.4248,0.955,14.53,0.4285,121.34,0,35.68833333,0.01905,0.08926,2.4063,0.0593416,0.0059196,0,0
도토리묵무침,63.1,"반찬_나물,무침,샐러드_부찬",27.321,0.57915,0.41,5.47488,0.5311,13.292,0.36881,120.542,0,20.86491667,0.014594,0.073417,1.37235,0.1342889,0.00358358,0,0
도토리묵김무침,64.1,"반찬_나물,무침,샐러드_부찬",28.971,0.96515,0.427,5.87788,0.5311,16.542,0.54481,133.482,0,39.61491667,0.026594,0.102917,2.30235,0.1342889,0.00358358,0,0
냉이무침,45,"반찬_나물,무침,샐러드_부찬",40.49,2.1244,1.1464,6.6863,2.617,69.5,3.5948,98.55,0,54.8475,0.03762,0.22933,6.5175,0.4830174,0.0391014,0,0
상추쑥갓무침,50,"반찬_나물,무침,샐러드_부찬",41.94,1.0097,2.252,4.976,2.065,36.93,0.6205,126.38,0,83.50666667,0.03782,0.16724,1.711,0.9470064,0.0308626,0,0
상추부추무침,50,"반찬_나물,무침,샐러드_부찬",42.99,0.9902,2.2715,5.2385,1.705,27.48,1.012,105.08,0,53.69416667,0.05747,0.16604,0.901,0.9409614,0.0182746,0,0
돌나물부추무침,45,"반찬_나물,무침,샐러드_부찬",41.29,0.9182,2.2125,4.9595,1.125,45.08,0.676,97.73,0,54.065,0.08707,0.11504,22.249,0.9450074,0.0233806,0,0
돌나물오이무침,45,"반찬_나물,무침,샐러드_부찬",40.44,0.8617,2.1815,4.8455,1.18,35.48,0.3275,97.88,0,49.58583333,0.05647,0.10839,18.037,0.9452244,0.0231256,0,0
돌나물유자청무침,45,"반찬_나물,무침,샐러드_부찬",27.95,0.6021,0.0304,6.5707,0.514,51.34,0.2895,98.74,0,59.39,0.08324,0.06919,32.0391,0.0116991,0.0070145,0,0
동초무침,42,"반찬_나물,무침,샐러드_부찬",44.28,2.0275,3.0937,2.8648,1.568,94.81,0.8335,154.6,0,80.995,0.04682,0.10128,15.505,1.2396999,0.073638,0,0
세발나물초무침,42,"반찬_나물,무침,샐러드_부찬",39.73,1.3135,3.0342,2.2383,1.393,44.06,0.6515,262.4,0,79.39083333,0.08812,0.06628,1.2005,1.2392764,0.0344415,0,0
겨울초된장무침,42,"반찬_나물,무침,샐러드_부찬",44.28,2.0275,3.0937,2.8648,1.568,94.81,0.8335,154.6,0,80.995,0.04682,0.10128,15.505,1.2396999,0.073638,0,0
마카로니샐러드,55,"반찬_나물,무침,샐러드_부찬",118.75,2.8645,3.885,17.457,0.485,8.35,0.368,24.6,0.45,2.916666667,0.03235,0.02915,13.1985,1.9689145,0.297288,0,0
마카로니오이샐러드,60,"반찬_나물,무침,샐러드_부찬",119.45,2.9255,3.886,17.6095,0.52,9.25,0.378,24.75,0.45,3.170833333,0.03245,0.03085,13.761,1.969324,0.2976285,0,0
모둠쌈,30,"반찬_나물,무침,샐러드_부찬",7.65,0.417,0.057,1.728,0.99,21,0.2805,6.6,0,13.1625,0.02175,0.05145,2.934,0.0023325,0.004557,0,0
표고버섯무나물,44.5,"반찬_나물,무침,샐러드_부찬",43.665,0.50325,4.0509,1.8509,0.154,8.275,0.25075,26.405,0,0.181666667,0.026945,0.04911,1.835,1.2823176,1.3741883,0,0
들깨무나물,40.2,"반찬_나물,무침,샐러드_부찬",34.956,0.71541,2.81909,1.9233,0.6641,17.211,0.26864,33.084,0,0.55625,0.028421,0.026667,2.67752,0.94485891,0.5093783,0,0
무나물,37.9,"반찬_나물,무침,샐러드_부찬",24.001,0.24321,2.02964,1.2505,0.2221,10.006,0.18589,69.538,0,0.58125,0.021036,0.009877,2.66117,0.27059046,1.2442297,0,0
무미역생채,32.5,"반찬_나물,무침,샐러드_부찬",16.065,0.5447,1.05445,1.7736,0.09,26.28,0.21015,92.575,0,23.68416667,0.018,0.02782,3.351,0.4199177,0.0068122,0,0
진미채무말랭이무침,28,"반찬_나물,무침,샐러드_부찬",81.68,5.0106,2.3868,10.0972,3.048,34.88,1.0654,243.3,0,13.86833333,0.06456,0.12584,5.1842,0.9394996,0.0243028,0,0.2456
무말랭이무침,13,"반찬_나물,무침,샐러드_부찬",42.91,1.3289,1.1054,7.0422,2.652,29.75,0.5249,72.37,0,6.990833333,0.0516,0.0669,5.0473,0.4706478,0.014935,0,0.2456
무몰무침,38,"반찬_나물,무침,샐러드_부찬",21.48,0.4704,1.1225,2.9672,0.527,27.91,0.3227,1.8,0,6.228333333,0.01902,0.03348,1.835,0.474564,0.0113923,0,0
배무생채,40.2,"반찬_나물,무침,샐러드_부찬",19.734,0.50562,0.28482,4.33746,1.0722,9.238,0.16188,1.794,0,12.35716667,0.02588,0.065134,2.111,0.1486395,0.01010972,0,0
미나리무생채,40.2,"반찬_나물,무침,샐러드_부찬",17.334,0.65662,0.30582,3.54746,1.2822,13.638,0.19588,2.294,0,20.38216667,0.02628,0.080134,2.202,0.1571965,0.01678272,0,0
무생채,35.8,"반찬_나물,무침,샐러드_부찬",6.532,0.26114,0.04855,1.4532,0.292,8.311,0.07505,69.327,0,1.343833333,0.02175,0.012824,2.59272,0.01918476,0.00415332,0,0
무초절임,36,"반찬_나물,무침,샐러드_부찬",12.26,0.1894,0.0272,3.014,0.18,7.84,0.0606,673.78,0,0.1,0.018,0.01818,2.202,0.0074104,0.002943,0,0
매콤숙주미나리무침,42,"반찬_나물,무침,샐러드_부찬",14.39,0.87865,0.62195,1.8366,1.241,9.53,0.1708,25.825,0,14.29041667,0.027465,0.06736,2.539,0.27336775,0.01577945,0,0
미나리숙주나물,41.2,"반찬_나물,무침,샐러드_부찬",12.314,0.79767,0.62817,1.27406,0.8922,10.448,0.13468,25.699,0,8.15675,0.023885,0.051634,2.539,0.25744335,0.01252337,0,0
미니새송이버섯무침,38,"반찬_나물,무침,샐러드_부찬",18.58,1.2645,1.0519,2.7997,1.031,1.63,0.1831,97.92,0,0.009166667,0.01408,0.12418,0,0.4484755,0.0053407,0,0
오이미역초무침,44,"반찬_나물,무침,샐러드_부찬",25.53,0.9691,1.0451,3.882,0.164,27.3,0.274,235.8,0,24.65083333,0.01102,0.0891,4.5,0.4178691,0.0067027,0,0
물미역무초무침,27.2,"반찬_나물,무침,샐러드_부찬",5.724,0.57665,0.05552,1.43332,0.08,25.038,0.19961,116.022,0,23.88916667,0.01583,0.033348,3.0195,0.0029387,0.0012309,0,0
미역초무침,27.2,"반찬_나물,무침,샐러드_부찬",6.924,0.60865,0.05052,1.76532,0.19,24.238,0.20161,115.722,0,23.8725,0.01343,0.032348,2.8735,0.0022127,0.0003459,0,0
미역매실청무침,47,"반찬_나물,무침,샐러드_부찬",27.64,1.3351,1.1014,4.5398,0.039,53.67,0.4624,357.28,0,55.13416667,0.02402,0.10107,5.2785,0.4162551,0.0053407,0,0
미역나물,39,"반찬_나물,무침,샐러드_부찬",18.56,1.3245,1.1009,2.2826,0.024,53.33,0.4514,357.15,0,55.13416667,0.02217,0.09842,5.25,0.4162125,0.0053407,0,0
봄동된장나물,37.5,"반찬_나물,무침,샐러드_부찬",15.375,0.929,0.63145,1.9737,0.945,37.185,0.45325,117.4,0,27.01291667,0.032,0.0372,8.148,0.21345775,0.03486685,0,0
콩나물파채겉절이,54,"반찬_나물,무침,샐러드_부찬",55.04,1.8783,2.5396,7.2521,1.875,18.14,0.4745,145.76,0,43.82583333,0.04743,0.16276,1.16,1.1320501,0.0474327,0,0
파채겉절이,40,"반찬_나물,무침,샐러드_부찬",41.54,0.8357,2.2135,5.0775,1.56,16.93,0.434,101.18,0,46.25666667,0.03082,0.13299,0.8,0.9465274,0.0208216,0,0
봄동부추겉절이,50,"반찬_나물,무침,샐러드_부찬",44.24,1.1317,2.2325,5.6035,1.55,28.03,0.706,107.88,0,51.44,0.03882,0.11799,5.601,0.9448894,0.0367206,0,0
부추무침,48,"반찬_나물,무침,샐러드_부찬",43.42,1.0673,2.2559,5.3269,0.948,12.95,1.2064,98.02,0,28.26333333,0.06048,0.11535,1.8846,0.940171,0.0181646,0,0
부추겉절이,39,"반찬_나물,무침,샐러드_부찬",18.776,0.76234,1.1202,1.7859,0.106,11.058,1.24335,58.341,0,4.120083333,0.05828,0.035874,1.82697,0.42747066,0.00643537,0,0
부추배무침,48,"반찬_나물,무침,샐러드_부찬",45.82,0.9173,2.2299,6.1519,1.088,10.25,0.8714,97.72,0,27.53833333,0.04608,0.11225,1.6606,0.941998,0.0182806,0,0
무사과무침,48,"반찬_나물,무침,샐러드_부찬",49.52,0.6323,2.1829,7.4669,1.268,7.45,0.2284,97.72,0,26.305,0.02178,0.09845,1.3646,0.945711,0.0200096,0,0
오이사과무침,48,"반찬_나물,무침,샐러드_부찬",49.42,0.6913,2.1759,7.4359,1.278,6.95,0.2304,97.42,0,26.78,0.01608,0.09975,1.7556,0.944064,0.0197096,0,0
봄동무침,37.5,"반찬_나물,무침,샐러드_부찬",10.98,0.75766,0.26197,1.91188,0.9536,35.972,0.32579,82.028,0,27.02016667,0.017661,0.033192,8.35307,0.08871611,0.03326464,0,0
토마토치커리무침,50,"반찬_나물,무침,샐러드_부찬",42.99,0.8902,2.224,5.45,1.76,11.93,0.3295,104.88,0,52.16916667,0.01722,0.10694,4.0905,0.9666619,0.0253386,0,0
오이치커리무침,50,"반찬_나물,무침,샐러드_부찬",41.74,0.9377,2.184,5.1475,1.285,14.18,0.332,105.13,0,45.52333333,0.01447,0.10619,3.363,0.9458444,0.0253886,0,0
미나리사과무침,50,"반찬_나물,무침,샐러드_부찬",48.99,0.9092,2.2045,7.083,1.205,13.73,0.51,100.28,0,51.91916667,0.03827,0.12034,2.8795,0.9441369,0.0189706,0,0
치커리사과무침,50,"반찬_나물,무침,샐러드_부찬",48.24,0.8342,2.206,6.9555,1.505,19.43,0.48,117.98,0,62.33166667,0.01802,0.11164,0.946,0.9500334,0.0350611,0,0
치커리부추무침,48,"반찬_나물,무침,샐러드_부찬",42.82,1.0573,2.2469,5.2119,1.148,19.45,1.0464,111.32,0,45.48,0.04598,0.11755,1.5956,0.944102,0.0288916,0,0
(고춧가루제외)부추사과무침,51,"반찬_나물,무침,샐러드_부찬",43.24,0.653,2.0639,5.98,0.389,9.02,0.7866,97.46,0,15.40416667,0.03849,0.06792,1.5691,0.8381035,0.0116144,0,0
부추사과무침,53,"반찬_나물,무침,샐러드_부찬",49.62,0.9188,2.2319,7.1924,1.143,10.6,0.8844,97.72,0,27.67583333,0.04703,0.1111,1.5691,0.9424765,0.0188126,0,0
부추양파생채,41.2,"반찬_나물,무침,샐러드_부찬",18.704,0.87072,0.24032,3.80906,0.6762,10.948,0.80558,96.874,0,7.613,0.04329,0.083524,1.882,0.091071,0.00408612,0,0
브로콜리참깨무침,44.1,"반찬_나물,무침,샐러드_부찬",69.59,1.5253,5.2139,4.9359,1.533,38.15,0.4503,48.847,0.27,7.954166667,0.02576,0.07175,10.2095,2.4164569,0.2107842,0,0
브로콜리깨소스무침,45.1,"반찬_나물,무침,샐러드_부찬",71.56,2.0445,5.1202,5.3711,1.815,54.8,0.5606,48.727,0.27,7.966666667,0.03266,0.12969,10.2095,2.3628654,0.2088737,0,0
브로콜리초고추장무침,42,"반찬_나물,무침,샐러드_부찬",40.09,1.2675,2.1203,4.9038,1.205,15.46,0.3785,99.47,0,16.1225,0.01155,0.06075,10.2095,0.874073,0.0352919,0,0
브로콜리나물,39.5,"반찬_나물,무침,샐러드_부찬",41.035,1.54075,2.9442,2.8265,1.537,37.555,0.43915,25.285,0,7.786666667,0.025265,0.06655,10.2095,1.2396439,0.036279,0,0
브로콜리된장무침,40.5,"반찬_나물,무침,샐러드_부찬",36.435,1.5408,2.39835,2.77395,1.1555,21.21,0.55695,151.11,0,7.72375,0.036075,0.07571,10.2095,0.93368175,0.03328795,0,0
브로콜리두부무침,57.2,"반찬_나물,무침,샐러드_부찬",52.19,3.329,3.2093,2.8363,1.655,28.64,0.6604,68.664,0,6.618333333,0.0179,0.08905,8.751,1.4379595,0.1262159,0,0
브로콜리애느타리무침,40,"반찬_나물,무침,샐러드_부찬",35.02,1.4095,2.4877,2.7607,1.43,20.94,0.4209,96.69,0,4.4925,0.03664,0.09529,5.9285,0.757404,0.6399841,0,0
브로콜리무침,39.1,"반찬_나물,무침,샐러드_부찬",40.52,1.495,2.9442,2.7438,1.533,37.47,0.4312,34.967,0,7.786666667,0.02507,0.05843,10.2095,1.2396439,0.036279,0,0
브로콜리새우깨무침,54,"반찬_나물,무침,샐러드_부찬",54.62,4.51,3.0792,2.7588,1.533,48.98,0.821,41.87,0,7.786666667,0.02507,0.07193,10.3595,1.2396439,0.036279,0,0
브로콜리생채,35,"반찬_나물,무침,샐러드_부찬",11.2,1.078,0.07,2.212,1.085,13.65,0.28,1.05,0,7.7,0.01155,0.05005,10.2095,0.0106015,0.021749,0,0
브로콜리초무침,40,"반찬_나물,무침,샐러드_부찬",21.75,1.2675,0.1285,4.901,1.205,14.6,0.3435,99.15,0,16.10416667,0.01155,0.05935,10.2095,0.041648,0.0246105,0,0
오이무생채,39.7,"반찬_나물,무침,샐러드_부찬",13.966,0.39428,0.1082,3.17214,0.2604,9.162,0.08828,102.335,0,1.215333333,0.0103,0.027988,3.37838,0.04170206,0.00326212,0,0
비트무생채,39.3,"반찬_나물,무침,샐러드_부찬",14.91,0.1679,0.0527,3.646,0.15,11.81,0.6382,109.131,0,0.083333333,0.01805,0.02013,4.335,0.0061774,0.0024525,0,0
쌈채소+쌈장,38,"반찬_나물,무침,샐러드_부찬",13.76,1.056,0.2135,2.383,1.345,48.38,0.665,156.53,0,99.27916667,0.07415,0.1117,0.9865,0.0115115,0.0252385,0,0
쌈채소,28,"반찬_나물,무침,샐러드_부찬",9.06,0.61,0.1635,1.494,0.775,18.78,0.474,156.43,0,36.2375,0.04125,0.0609,0.7135,0.0045605,0.0007355,0,0
사과연근샐러드,38,"반찬_나물,무침,샐러드_부찬",42.83,0.2458,2.2865,5.7134,0.655,4.15,0.1265,15.96,0.27,0.396666667,0.01364,0.02009,3.1425,1.1840485,0.1761872,0,0
사과참외샐러드,38,"반찬_나물,무침,샐러드_부찬",39.58,0.3078,2.321,4.8784,0.515,2.1,0.0795,14.16,0.27,0.425833333,0.00499,0.01844,0.5445,1.2050015,0.1767312,0,0
사과미나리무침,46,"반찬_나물,무침,샐러드_부찬",31.29,0.5832,0.0333,7.7737,0.381,7.69,0.2992,145.35,0,11.69083333,0.02219,0.09067,1.8785,0.0048003,0.0015798,0,0
사과치커리무침,46,"반찬_나물,무침,샐러드_부찬",30.79,0.5332,0.0343,7.6887,0.581,11.49,0.2792,157.15,0,18.6325,0.00869,0.08487,0.5895,0.0087313,0.0123068,0,0
삼색나물,48.2,"반찬_나물,무침,샐러드_부찬",40.54,1.563,3.2759,2.3794,0.81,14.14,0.6249,75.914,0,36.04333333,0.0576,0.09455,9.3645,1.445707,0.0935172,0,0
삼색초무침,54.1,"반찬_나물,무침,샐러드_부찬",33.41,2.086,0.0312,6.6412,0.545,43.23,0.2053,154.257,0,1.179166667,0.01035,0.04183,5.184,0.0039705,0.005919,0,0
모듬야채겉절이,46,"반찬_나물,무침,샐러드_부찬",29.81,0.9784,0.2158,6.7076,1.713,19.39,0.3716,149.66,0,44.2925,0.02836,0.14937,2.9635,0.1113771,0.0110197,0,0
(고춧가루제외)상추겉절이,42.5,"반찬_나물,무침,샐러드_부찬",16.465,0.5951,0.10745,3.6688,1.405,34.25,0.6075,108.3,0,30.67958333,0.04057,0.15427,0.05325,0.0007168,0.00037485,0,0
상추겉절이,44.5,"반찬_나물,무침,샐러드_부찬",22.845,0.8609,0.27545,4.8812,2.159,35.83,0.7053,108.56,0,42.95125,0.04911,0.19745,0.05325,0.1050898,0.00757305,0,0
상추달래겉절이,49,"반찬_나물,무침,샐러드_부찬",32.06,1.1744,0.3523,6.9298,2.452,33.76,0.9669,153.64,0,50.21916667,0.04965,0.21969,0.071,0.1642703,0.0176681,0,0
상추사과초무침,57.9,"반찬_나물,무침,샐러드_부찬",20.47,0.50228,0.33027,4.4928,1.989,34.836,0.61107,77.156,0,31.989,0.040245,0.11936,0.48707,0.09678715,0.00200596,0,0
상추사과무침,48,"반찬_나물,무침,샐러드_부찬",32.69,0.60305,0.2124,7.948,1.57,12.82,0.3325,75.635,0,21.55958333,0.02644,0.11636,0.42225,0.1096977,0.00886905,0,0
상추무생채,41.5,"반찬_나물,무침,샐러드_부찬",17.985,0.7254,0.22135,3.7702,1.318,17.52,0.3408,101.04,0,21.13708333,0.03555,0.11832,1.85275,0.110779,0.00977565,0,0
상추+쌈장,40,"반찬_나물,무침,샐러드_부찬",29.4,1.318,0.571,4.998,2.14,34.7,0.656,272.7,0,31.125,0.0458,0.1038,0,0.243826,0.033402,0,0
상추쌈+쌈장,40,"반찬_나물,무침,샐러드_부찬",29.4,1.318,0.571,4.998,2.14,34.7,0.656,272.7,0,31.125,0.0458,0.1038,0,0.243826,0.033402,0,0
상추쌈,35,"반찬_나물,무침,샐러드_부찬",6.3,0.385,0.105,1.26,1.365,33.25,0.56,12.6,0,30.33333333,0.0385,0.1085,0,0,0,0,0
오이유자청무침,43,"반찬_나물,무침,샐러드_부찬",26.02,0.86405,0.18025,5.76125,1.097,8.945,0.2338,98.09,0,25.52083333,0.01624,0.095865,6.106,0.1098826,0.009622,0,0
상추유자청무침,43,"반찬_나물,무침,샐러드_부찬",26.47,0.8398,0.261,5.736,1.972,31.97,0.6518,107.49,0,38.75416667,0.04694,0.17854,3.071,0.1053246,0.007698,0,0
상추초무침,37.5,"반찬_나물,무침,샐러드_부찬",11.615,0.4946,0.1263,2.5086,1.4155,26.375,0.46185,34.295,0,47.84166667,0.03381,0.103555,0.46275,0.03134905,0.0023675,0,0
새송이버섯나물,27.1,"반찬_나물,무침,샐러드_부찬",23.59,0.7725,2.0318,1.7653,0.725,1.4,0.1302,35.417,0,0.018333333,0.0095,0.0664,0,0.85547,0.0106814,0,0
새싹채소샐러드(오리엔탈드레싱),36.4,"반찬_나물,무침,샐러드_부찬",14.316,0.81275,0.58102,1.92702,0.679,13.239,0.20911,26.856,0,2.000416667,0.026215,0.042328,3.844,0.0538878,0.01606305,0.3875,0
새싹채소샐러드,38,"반찬_나물,무침,샐러드_부찬",29.73,0.7973,2.3505,1.8319,0.675,13.7,0.217,16.76,0.27,2.138333333,0.02669,0.03444,3.844,1.189764,0.1870122,0.3875,0
파래무채무침,37.5,"반찬_나물,무침,샐러드_부찬",5.865,0.58986,0.04605,1.40946,0.5426,14.941,0.86222,55.949,0,0.39625,0.068421,0.035176,8.39432,0.00536551,0.00740635,0.64,0
세발나물무침,45,"반찬_나물,무침,샐러드_부찬",40.84,1.0127,2.209,4.8085,1.715,20.93,0.4585,208.63,0,91.59416667,0.06142,0.13724,1.2005,0.9470444,0.0377911,0,0
세발나물된장무침,40,"반찬_나물,무침,샐러드_부찬",28.75,0.8965,2.1518,1.7093,0.945,21.14,0.5355,262.4,0,79.3225,0.0746,0.0593,1.2005,0.842659,0.0305929,0,0
세발나물,37.5,"반찬_나물,무침,샐러드_부찬",25.155,0.60925,2.0408,1.342,0.949,18.835,0.33365,136.585,0,79.3225,0.051995,0.05782,1.2005,0.842659,0.0305929,0,0
숙주나물,38,"반찬_나물,무침,샐러드_부찬",8.022,0.69872,0.26488,1.06401,0.6397,7.051,0.14248,32.078,0,1.61375,0.026006,0.028314,2.84787,0.10554076,0.00527015,0,0
숙주당근나물,38,"반찬_나물,무침,샐러드_부찬",8.922,0.66322,0.26888,1.29851,0.7097,7.601,0.14548,33.028,0,24.57625,0.024356,0.028514,2.63687,0.10924326,0.00521165,0,0
실파김무침,7.9,"반찬_나물,무침,샐러드_부찬",7.813,0.95617,0.3304,1.14464,0.0872,12.019,0.50893,49.831,0,41.1665,0.026385,0.080474,2.5445,0.1217686,0.00355116,0,0
견과류시금치무침,40.9,"반찬_나물,무침,샐러드_부찬",33.693,1.87062,2.12675,2.83374,0.2802,21.209,1.04263,50.106,0,84.38483333,0.047205,0.146944,21.08735,0.41689345,0.00246176,0,0
시금치김무침,39.9,"반찬_나물,무침,샐러드_부찬",18.673,1.96312,0.50145,3.13074,0.0622,22.879,1.29563,75.456,0,121.849,0.068335,0.187334,22.94735,0.12044945,0.00191096,0,0
비름나물,37.5,"반찬_나물,무침,샐러드_부찬",26.905,0.99775,2.0933,1.4715,1.194,47.535,0.54015,46.985,0,66.78083333,0.003695,0.06482,2.2645,0.85612,0.0593804,0,0
냉이나물,37.5,"반찬_나물,무침,샐러드_부찬",17.747,1.56582,0.34133,3.05321,1.9017,68.971,4.65878,32.428,0,27.73666667,0.026396,0.117784,8.59482,0.11758606,0.0408565,0,0
곤드레나물,37.5,"반찬_나물,무침,샐러드_부찬",14.597,1.29982,0.72983,1.38371,0.0467,95.571,0.73878,30.678,0,101.82,0.140496,0.066334,4.27932,0.12760656,0.0345985,0,0
고춧잎나물,37.5,"반찬_나물,무침,샐러드_부찬",19.147,1.85982,0.35883,3.20371,1.0267,130.571,1.54728,32.078,0,152.1033333,0.044946,0.119184,8.50382,0.12489756,0.0271155,0,0
시금치나물,37.5,"반찬_나물,무침,샐러드_부찬",14.947,1.17032,0.42183,2.33221,0.0467,15.421,0.93478,49.578,0,84.2325,0.043896,0.125484,21.09332,0.10220006,0.0016145,0,0
실곤약간장채소무침,54,"반찬_나물,무침,샐러드_부찬",29.2,0.6115,2.0103,2.7161,1.176,24.61,0.2386,100.38,0,23.62666667,0.00808,0.04423,3.526,0.83982,0.0148434,0,0
실곤약채소무침,57.5,"반찬_나물,무침,샐러드_부찬",38.205,0.66375,2.0688,5.157,1.284,25.185,0.27765,126.735,0,32.03083333,0.007495,0.02917,3.526,0.8708665,0.0177049,0,0
곤약김치무침,27,"반찬_나물,무침,샐러드_부찬",21.84,0.32205,2.0097,1.0734,0.495,18.65,0.20365,38.065,0,10.82833333,0.009195,0.04554,0.8319,0.8330618,0.0111094,0,0
미역무침,40,"반찬_나물,무침,샐러드_부찬",32.27,1.4926,2.5479,2.3369,0.157,62.05,0.5165,309.5,0,55.15416667,0.02523,0.1122,5.25,1.0137355,0.0123965,0,0
두부들깨무침,36,"반찬_나물,무침,샐러드_부찬",60.1,3.5226,4.1756,2.0438,1.326,28.38,0.6844,96.3,0,0.073333333,0.01744,0.10276,0,1.6516164,0.6220018,0,0
쑥갓들깨무침,41,"반찬_나물,무침,샐러드_부찬",36.25,1.3121,2.8461,1.7413,1.296,41.03,0.4989,146.75,0,72.17333333,0.01799,0.07986,3.64,0.9499844,0.5351028,0,0
쑥갓팽이버섯나물,42.8,"반찬_나물,무침,샐러드_부찬",37.178,0.99702,3.1035,2.39583,1.1567,16.88,0.42063,118.136,0,31.4965,0.022361,0.089714,1.67247,1.38856751,0.10019446,0,0
쑥갓무침,48,"반찬_나물,무침,샐러드_부찬",40.42,1.1766,2.2237,4.5017,1.643,37.09,0.524,147.03,0,86.5875,0.02067,0.12415,4.0507,0.9522738,0.0485356,0,0
쑥갓나물,38.5,"반찬_나물,무침,샐러드_부찬",33.275,0.72125,3.0472,0.9094,0.844,33.265,0.33715,75.145,0,72.1275,0.010345,0.04102,3.64,1.2627425,0.0453941,0,0
고춧잎된장무침,40,"반찬_나물,무침,샐러드_부찬",38.2,2.1075,2.2148,3.4243,0.98,132.44,1.7675,151.45,0,151.7725,0.06585,0.1237,8.4105,0.8551225,0.0361824,0,0
아욱된장무침,40,"반찬_나물,무침,샐러드_부찬",35.4,1.411,2.2113,3.1268,1.575,96.74,0.4445,163,0,113.7683333,0.08265,0.1818,14.4235,0.8445,0.0702094,0,0
애호박나물,38.7,"반찬_나물,무침,샐러드_부찬",23.235,0.43809,1.57113,2.11188,0.7644,7.237,0.12841,31.289,0,6.783166667,0.014238,0.030858,1.42021,0.64804868,0.02135556,0,0
양배추나물,37.5,"반찬_나물,무침,샐러드_부찬",14.917,0.67257,0.27468,2.99581,0.9842,17.891,0.14673,33.478,0,1.480833333,0.013606,0.018829,7.09142,0.10761736,0.01251465,0,0
오이쌈장무침,39,"반찬_나물,무침,샐러드_부찬",28.04,0.6246,2.095,1.8539,0.439,8.4,0.1402,53.75,0,2.8225,0.00326,0.01546,3.9375,0.8840567,0.0197453,0,0
양배추쌈장무침,39,"반찬_나물,무침,샐러드_부찬",34.69,0.7856,2.116,3.5584,1.139,17.85,0.1647,55.5,0,1.4225,0.01481,0.01511,6.846,0.8866327,0.0279948,0,0
양배추무침,37.5,"반찬_나물,무침,샐러드_부찬",16.195,0.692,0.52245,2.572,0.781,12.715,0.12935,98.79,0,23.71291667,0.00983,0.04593,5.188,0.21618625,0.00982235,0,0
양배추마요무침,50,"반찬_나물,무침,샐러드_부찬",48.4,0.7275,3.815,3.354,1.035,17.5,0.1425,26.95,0.45,24.09583333,0.0137,0.0188,7.144,1.97099,0.301032,0,0
양배추샐러드,43,"반찬_나물,무침,샐러드_부찬",33.48,0.6463,2.301,3.0729,1,16.2,0.1215,17.56,0.27,23.73,0.01314,0.01614,6.5815,1.1860385,0.1843547,0,0
유자청두부샐러드,45.5,"반찬_나물,무침,샐러드_부찬",32.294,1.68406,0.70225,4.92246,0.8566,14.863,0.34207,36.104,0,24.23333333,0.038496,0.043806,3.73722,0.36254546,0.058871,0,0
양배추유자청샐러드,45.5,"반찬_나물,무침,샐러드_부찬",24.944,0.65506,0.03175,6.04596,1.0066,16.513,0.13207,38.054,0,23.58333333,0.015696,0.023856,9.60522,0.00934196,0.0098495,0,0
양배추콘샐러드,40,"반찬_나물,무침,샐러드_부찬",53.25,0.6215,3.875,4.2585,0.725,10.05,0.127,46.2,0.45,23.79583333,0.00835,0.02395,4.1225,1.993583,0.2975985,0,0
사과샐러드,40,"반찬_나물,무침,샐러드_부찬",55.15,0.124,3.7965,5.631,0.455,2.05,0.0695,23.1,0.45,0.6,0.0071,0.01115,0.4305,1.9667345,0.292354,0,0
사과샐러드(마요네즈),41,"반찬_나물,무침,샐러드_부찬",90.3,1.297,7.3852,5.8022,0.729,14.38,0.3002,24.57,0.45,0.649166667,0.01231,0.05952,0.369,2.3409693,0.2928742,0,0
양상추사과샐러드,40,"반찬_나물,무침,샐러드_부찬",47.55,0.202,3.7885,3.517,0.495,4.45,0.1255,23.5,0.45,1.716666667,0.0417,0.01015,0.1845,1.9636605,0.29149,0,0
