name,weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
닭살숙주볶음,69.5,볶음,64.287,7.87636,2.64072,2.01538,0.5176,9.933,0.55924,116.192,37.97116667,0.079226,0.111242,10.20472,1104.26146,134.02524
닭살스테이크볶음,63.5,볶음,60.087,7.77836,1.65572,3.46308,0.5996,10.063,0.52494,76.722,39.41283334,0.073496,0.105052,2.22122,605.82546,70.45294
닭살양배추볶음,69.2,볶음,66.994,7.8345,2.63238,2.83878,0.856,14.086,0.4521,115.742,38.38933333,0.07328,0.10877,3.8285,1106.7795,139.45724
닭살채소볶음,77.3,볶음,68.147,7.98243,2.654,3.16003,0.9213,10.084,0.54752,115.084,41.4485,0.078198,0.133926,18.64886,1115.54453,140.18294
닭살청경채볶음,64.5,볶음,63.137,7.77836,2.64172,1.76038,0.4426,20.433,0.51824,117.842,46.55033334,0.075926,0.108492,3.79522,1103.80546,138.97674
닭살케첩볶음,56,볶음,65.36,7.5426,2.4286,2.9585,0.531,6.67,0.4047,119.22,31.83583333,0.06605,0.0985,10.9561,1025.5851,134.1656
닭살파프리카볶음,69.5,볶음,65.557,7.73686,2.64962,2.46938,0.4326,8.403,0.59324,114.972,32.39783333,0.071786,0.116882,29.88632,1109.55236,136.86994
닭살표고버섯볶음,49.2,볶음,48.137,7.4663,1.4452,1.2589,0.17,5.601,0.4177,51.743,14.12766667,0.07001,0.08272,0.588,509.008,65.6728
닭살피망볶음,66.5,볶음,65.337,7.82206,2.63602,2.52378,0.7666,8.243,0.53664,114.702,35.37116667,0.080966,0.125642,7.29782,1105.89386,135.18754
닭안심배추볶음,69.2,볶음,63.394,7.7805,2.61838,1.91578,0.426,11.586,0.4861,116.992,37.18516667,0.09963,0.10722,2.601,1104.118,133.16624
닭안심사과볶음,69.2,볶음,70.544,7.643,2.62438,3.94378,0.881,9.436,0.4286,114.942,37.4685,0.06788,0.10432,1.9285,1106.685,134.39524
닭주물럭,51.2,볶음,58.596,7.58906,1.44394,3.5967,0.2446,7.246,0.46144,139.234,17.07166667,0.070946,0.102042,1.16172,425.09726,6.3293
닭채볶음,56.5,볶음,51.861,7.51272,1.52442,1.78106,0.5882,9.219,0.43918,86.194,41.76316667,0.0717,0.083184,4.819,551.0666,68.08632
닭피망볶음,61.1,볶음,85.713,6.21735,5.47877,2.68019,0.6635,9.393,0.43185,117.009,45.44666667,0.074178,0.12444,6.98486,1141.75263,135.68856
당근새우짜장볶음,82,볶음,80.55,8.6407,2.4658,5.7086,0.858,38.65,1.2001,179.67,48.26666667,0.01408,0.0848,2.151,1069.1221,142.2717
대패삼겹볶음,67.5,볶음,126.537,4.61586,10.94102,2.37318,0.6026,8.683,0.29924,115.092,28.79616667,0.162926,0.094842,2.46272,1137.76196,96.83714
대패삼겹파채볶음,57.5,볶음,125.337,4.45536,10.94402,2.14018,0.3476,7.883,0.31724,115.392,28.7795,0.155176,0.090492,1.99472,1135.99496,95.88214
데리야끼닭우동볶음,87.3,볶음,98.131,8.5473,2.88248,8.80628,0.915,18.967,0.555,240.878,43.40866667,0.09486,0.07966,2.952,1196.055,141.37024
돼지간장불고기,58.4,볶음,128.634,4.49833,10.945,3.15513,0.5243,6.765,0.31922,114.65,28.74616667,0.157808,0.103356,1.43286,1141.78873,98.52014
돼지고기가지볶음,64.5,볶음,70.287,7.74186,3.28822,2.12088,0.5976,7.233,0.28024,108.592,1.012833333,0.092776,0.114642,1.31772,1229.45696,138.96274
돼지고기간장볶음,51,볶음,81.857,6.55829,4.92385,2.49855,0.2093,6.174,0.34813,111.956,1.26825,0.162571,0.078326,1.48722,1615.80219,150.36927
돼지고기간장불고기,72.3,볶음,127.791,4.7878,10.95678,2.94088,0.716,8.167,0.3786,115.588,29.52533334,0.16249,0.11499,9.815,1145.9665,95.93014
돼지고기곤약볶음,64.5,볶음,75.537,6.54936,4.58122,1.92588,0.5526,15.183,0.35074,112.192,1.262833333,0.162226,0.082692,1.50072,1472.88596,148.58374
돼지고기굴소스볶음,60.5,볶음,75.097,7.66906,3.30172,3.36598,0.4866,7.843,0.27044,152.472,24.47616667,0.090516,0.082452,2.92722,1235.16236,142.46474
돼지고기안심굴소스볶음,70.1,볶음,70.893,7.13023,2.96432,3.72875,0.5783,6.918,0.36612,154.692,25.40083334,0.273088,0.121216,6.62236,1163.11463,140.8146
돼지고기김치볶음,58.3,볶음,71.701,7.5188,3.30808,2.53988,0.24,11.207,0.2923,37.138,25.6795,0.09561,0.07165,1.851,1232.6215,139.30974
삼겹살김치볶음,63.3,볶음,146.701,4.5228,13.00608,2.72988,0.32,14.207,0.3378,41.988,31.1045,0.16611,0.0711,1.917,2182.877,232.74074
돼지고기김치불고기,72.5,볶음,142.755,4.59275,12.7643,2.634,0.689,13.335,0.43615,66.435,31.09333334,0.169745,0.08902,2.121,1896.765,110.7714
돼지고기깻잎볶음,62.5,볶음,80.047,6.97216,4.62372,2.57408,0.7836,31.063,0.50054,112.372,51.75033334,0.190296,0.111482,2.68212,1479.08626,169.70514
돼지고기안심깻잎볶음,59.4,볶음,66.43,7.29656,3.07163,2.17804,0.6166,13.06,0.43169,111.656,37.64025,0.275706,0.145432,2.68382,1203.73541,147.38927
돼지고기데리야끼소스볶음,57.4,볶음,78.454,6.68883,4.5871,2.23893,0.3333,7.075,0.39982,209.03,24.24616667,0.164678,0.043036,1.62486,1476.84073,148.97874
돼지고기두루치기,63.9,볶음,138.019,4.46343,11.94485,3.13313,0.6633,8.095,0.27297,90.875,33.91283333,0.164908,0.084406,1.50986,1654.22853,165.83654
돼지고기떡볶음,69.5,볶음,99.187,7.14036,4.63072,7.05888,0.5526,10.333,0.40174,138.542,2.417,0.166326,0.079292,3.92222,1487.24496,153.67274
돼지고기마늘간장볶음,71.3,볶음,72.051,7.3811,3.17008,3.40268,0.602,6.047,0.4278,110.558,4.191166667,0.27308,0.14945,17.8338,1249.0982,143.93194
돼지고기마늘종볶음,64.6,볶음,69.564,7.86832,2.34133,4.50671,1.0517,13.027,0.28943,109.054,28.63891667,0.090071,0.109914,7.57422,745.47601,74.48645
돼지고기마파두부,73.1,볶음,81.207,5.8006,3.79125,5.9218,1.403,25.116,0.71115,103.606,4.7235,0.05347,0.1047,3.4606,1784.1622,251.0766
돼지고기목살볶음,51,볶음,89.957,6.32429,5.92285,2.49855,0.2093,6.474,0.33613,111.656,2.16825,0.204571,0.073226,1.49922,1731.24519,155.12427
돼지고기미나리볶음,64.5,볶음,70.937,7.84736,3.32572,2.15188,0.7876,12.033,0.30374,110.342,35.37533334,0.090626,0.122592,1.72522,1248.31396,149.49324
돼지고기버섯볶음,58.5,볶음,76.017,6.84016,4.60992,2.05338,0.3106,4.943,0.39284,112.512,1.2545,0.168736,0.102942,1.19172,1478.33056,148.53574
돼지고기안심버섯볶음,66.3,볶음,67.431,7.4096,3.17758,2.65238,0.796,5.497,0.4523,112.058,23.93283334,0.27515,0.15872,1.147,1256.9809,143.60894
돼지고기볶음,54.5,볶음,68.987,7.62336,3.29022,1.81838,0.3476,6.033,0.25524,109.742,23.34616667,0.089376,0.093292,1.46872,1233.60796,139.35774
돼지고기부추볶음,69.5,볶음,145.487,4.66536,12.96522,2.43338,0.3476,10.833,0.77724,114.992,29.83366667,0.178176,0.100492,2.19472,2150.53096,227.03574
돼지고기브로콜리볶음,69.5,볶음,73.787,8.08536,3.32022,2.76638,0.8126,11.883,0.37524,110.192,26.64616667,0.094326,0.114742,5.84422,1238.15146,148.67874
돼지고기숙주볶음,72.4,볶음,153.104,4.61333,12.9241,4.47693,0.7183,9.675,0.24332,249.43,28.8795,0.164978,0.088236,2.94686,2152.66223,229.91524
돼지고기씻은김치볶음,63.7,볶음,146.419,4.37275,12.93598,2.89028,0.329,12.401,0.30295,65.957,31.07683334,0.162245,0.0753,2.121,2150.4145,227.03574
돼지고기양배추볶음,69.5,볶음,73.937,7.87536,3.30222,3.00638,0.7526,12.783,0.29574,110.942,23.50866667,0.094626,0.098242,4.40272,1235.94046,143.91474
돼지고기양송이볶음,57.3,볶음,73.138,8.02106,3.32664,2.7697,0.5091,8.682,0.32204,109.485,23.53891667,0.095696,0.151722,0.70022,1253.32631,139.34905
돼지고기양파볶음,69.5,볶음,73.237,7.76936,3.30072,2.83788,0.6726,8.733,0.28924,111.192,46.34616667,0.094726,0.097492,2.20772,1239.49896,139.84874
돼지고기양파불고기,62.3,볶음,76.763,6.75986,4.40064,2.3237,0.5876,9.307,0.40974,113.29,25.35766667,0.167076,0.080452,3.16922,1213.92996,30.5934
돼지고기어묵볶음,58.5,볶음,62.237,6.15436,2.30612,4.19678,0.5326,12.283,0.39124,177.292,27.37116667,0.182726,0.108842,2.82322,896.48846,98.70394
돼지고기오이볶음,74.5,볶음,79.387,6.90836,4.59772,2.69738,0.6126,10.183,0.42924,112.842,2.0795,0.168026,0.085142,4.15122,1480.60596,153.76224
돼지고기우엉두루치기,68.6,볶음,144.262,4.7179,11.75055,4.9037,1.075,13.451,0.37615,92.441,31.65683334,0.16169,0.09324,1.5125,1571.0663,162.3664
돼지고기우엉볶음,59.4,볶음,70.714,7.27133,3.1511,2.98573,0.8043,9.075,0.40442,111.59,23.91283334,0.268658,0.137716,0.88986,1245.14973,140.63774
돼지고기짜장볶음,61.5,볶음,74.445,7.8867,2.16915,5.5406,0.716,5.78,0.25825,128.145,1.441666667,0.09577,0.10627,1.9505,683.4636,80.5464
돼지고기짜장채소볶음,75.5,볶음,77.585,7.28845,3.0066,5.1836,0.848,8.295,0.40815,74.435,26.19166667,0.276535,0.12937,2.4975,1183.4602,146.297
돼지고기채소볶음,59.5,볶음,69.687,7.67336,3.29522,1.96838,0.3476,6.633,0.32024,110.042,24.117,0.092376,0.093792,9.56872,1233.60796,139.35774
돼지고기안심채소볶음,69.5,볶음,67.237,7.31936,3.17922,2.32288,0.6276,14.133,0.46974,113.492,30.82533334,0.277476,0.144592,8.47772,1250.60746,147.97524
돼지고기청경채볶음,64.5,볶음,69.137,7.78736,3.30172,1.73038,0.4426,18.333,0.30224,112.142,32.75033334,0.097826,0.099192,3.95122,1233.62746,145.62174
돼지고기카레볶음,65.5,볶음,89.257,6.86536,5.03072,4.24758,0.5766,8.983,0.50914,17.432,25.83866667,0.171796,0.048162,2.31772,1478.10996,151.25824
돼지고기파인애플볶음,59.4,볶음,73.264,7.58933,3.2906,3.07023,0.3943,6.325,0.29892,108.59,1.892,0.094708,0.102366,15.63236,1228.76573,139.98124
돼지고기파프리카볶음,54.2,볶음,81.18,6.31683,5.38492,1.53945,0.2493,4.589,0.35642,110.858,4.911,0.205858,0.071676,18.85936,1509.20573,154.9496
돼지고기폭찹,60.2,볶음,54.184,7.2479,1.17918,3.73818,0.658,5.326,0.3615,94.162,5.181,0.26837,0.14655,12.2204,235.5893,14.15314
돼지고기피망볶음,65.5,볶음,71.437,7.73796,3.29412,2.45088,0.5686,6.673,0.30924,108.752,7.802833333,0.096406,0.106032,7.84572,1232.08976,141.64354
돼지고기안심피망볶음,70,볶음,67.11,7.3116,2.9621,2.6635,0.872,7.89,0.4086,111.22,32.44,0.27706,0.14907,8.8035,1163.2403,144.6354
돼지고기피망케첩볶음,73,볶음,71.8,7.2176,2.9661,3.9192,1.056,8.39,0.3825,68.71,34.35666667,0.27758,0.12339,9.2575,1165.7433,144.6354
돼지불고기,53.4,볶음,127.934,4.42483,10.936,2.84013,0.3943,8.165,0.27122,114.8,28.792,0.154058,0.095256,2.11686,1135.84423,97.35314
팽이버섯돼지불고기,59.3,볶음,124.521,4.5713,10.95228,2.22788,0.726,6.067,0.3401,114.078,29.84283334,0.16099,0.10859,0.9525,1147.49,103.29764
두부김치볶음,51.7,볶음,56.859,3.988,3.56083,1.95018,1.16,32.086,0.6995,23.632,2.3435,0.0218,0.07774,0.7,1798.4605,254.46134
두부두루치기,78.4,볶음,126.484,5.93993,9.7618,3.59633,1.3433,25.975,0.68982,86.52,29.767,0.121408,0.112136,1.68286,2017.92503,247.22954
두부채소굴소스볶음,78.4,볶음,85.424,4.56073,4.1004,7.43753,1.8043,31.945,0.79602,141.15,27.72616667,0.030028,0.103546,5.38596,2076.09083,290.44254
등심피망볶음,60.2,볶음,62.626,7.67916,2.09584,3.0433,0.4836,5.596,0.27754,108.534,7.781666667,0.094546,0.111062,7.55172,640.70926,74.9506
떡갈비채소볶음,89.4,볶음,129.79,6.82206,7.88662,7.73958,1.4976,29.352,1.05474,120.596,41.68933334,0.037766,0.196822,3.87772,1796.29796,222.84274
마파두부,63.6,볶음,90.392,5.2161,5.30475,5.3288,1.233,24.121,0.88015,129.861,5.806833333,0.02737,0.1118,2.9136,1767.0222,250.2816
맛살스크램블에그,57.2,볶음,80.847,5.5328,4.5918,3.802,0.085,42.321,0.7897,159.693,47.65266667,0.03316,0.17892,0.844,1398.4775,139.6716
매콤낙지채소볶음,78.7,볶음,49.646,5.76601,1.22765,4.25099,0.8838,19.377,0.77544,219.697,26.66933333,0.031907,0.030441,3.3058,534.24353,73.08812
매콤오삼불고기,68.3,볶음,100.553,6.18326,6.77828,3.67109,0.6536,11.879,0.22374,76.035,28.90508334,0.098761,0.043752,3.33472,1087.25251,117.77397
매콤오징어볶음,77.7,볶음,61.277,8.02042,1.62447,3.57877,0.798,13.957,0.21056,107.58,27.79275,0.037585,0.029115,3.41236,528.59668,72.70581
매콤주꾸미볶음,79.6,볶음,43.054,4.88929,0.25525,5.50752,0.8027,17.399,0.71404,75.808,27.79275,0.029997,0.109079,3.4005,20.47045,6.96901
메추리알채소폭찹,70.4,볶음,86.184,5.54923,5.2439,3.66063,0.6063,33.575,1.28452,133.25,84.43783333,0.082748,0.271706,5.35926,1066.34503,80.38344
메추리알폭찹,71.5,볶음,95.007,5.55026,6.23762,3.56288,0.4596,33.783,1.31784,133.602,80.567,0.082066,0.263132,9.68512,1572.89576,144.33274
목이버섯실파제육볶음,55.6,볶음,142.699,4.54163,12.92797,2.1903,0.8342,19.771,0.30149,114.376,34.70608334,0.156496,0.101764,3.00222,2156.25129,227.57285
미트볼데리야끼볶음,85.1,볶음,105.577,8.6444,4.3552,7.2779,1.128,23.851,0.8469,215.236,30.0385,0.20357,0.16023,10.8566,1730.2726,220.6601
미트볼채소볶음,93.3,볶음,108.121,8.7353,4.57088,7.51808,1.381,25.527,0.8581,119.428,32.35283333,0.2054,0.20253,18.3856,1818.1409,226.47144
미트볼케첩볶음,86,볶음,108.56,8.5171,4.3541,8.1855,1.331,23.57,0.7652,124.52,31.94416667,0.20365,0.17955,11.3106,1732.7756,220.6601
바베큐폭찹,76.1,볶음,94.177,6.6002,5.9837,3.8558,1.043,8.131,1.0192,95.466,28.78183334,0.03458,0.13244,12.7014,1132.6918,141.0366
베이컨브로콜리볶음,62,볶음,99.55,4.55,6.3092,6.1947,0.79,10.15,0.2645,395.8,26.6,0.0665,0.07605,20.057,1486.562,171.6956
베이컨숙주볶음,62,볶음,96.7,4.3475,6.2867,5.5977,0.58,6.25,0.1775,395.95,23.3625,0.07205,0.0633,16.7675,1483.364,163.7351
베이컨스크램블에그,54.2,볶음,92.677,5.9638,6.2878,2.385,0.085,20.171,0.7187,145.383,47.73266667,0.05186,0.17622,6.491,1583.0875,151.9636
부추돼지불고기,72.4,볶음,128.064,4.76833,10.9899,2.77053,0.5243,10.925,0.82792,115.09,29.83366667,0.181808,0.109416,2.18286,1141.78873,98.52014
불고기,69.6,볶음,111.898,5.56165,8.23112,4.56479,0.8425,10.133,0.9147,115.544,30.84833334,0.021438,0.18388,1.54086,283.99283,12.25916
불고기떡볶음,75.4,볶음,143.414,5.53573,10.1471,7.32633,0.6463,8.915,0.83002,140.09,34.04616667,0.015158,0.158196,17.17886,1267.69853,145.25794
뼈없는닭갈비,75.3,볶음,81.323,7.57436,2.32114,7.3287,0.8876,11.987,0.29504,113.02,26.41933334,0.078376,0.067592,3.98072,1076.86246,137.3496
새송이버섯새우살볶음,61.4,볶음,56.504,6.94783,2.5076,2.22883,0.7463,26.825,0.96612,130.77,1.132833333,0.010468,0.104226,2.10036,1117.78723,135.32874
새우감바스,69.3,볶음,93.909,9.02313,5.41338,2.22594,0.6287,36.681,1.28254,143.425,2.602833333,0.014026,0.106243,3.9164,428.6802,43.6345
새우굴소스볶음,72.4,볶음,77.854,8.39043,2.577,4.86733,0.3283,36.165,1.22242,249.36,23.847,0.009848,0.057826,9.80086,1103.82423,132.73614
새우살스크램블에그,60.2,볶음,78.627,6.5034,4.6707,1.9779,0.178,28.291,0.9931,107.633,62.18016667,0.03327,0.17628,8.5846,1400.9681,139.9086
새우살채소볶음,76.4,볶음,66.474,8.56473,2.5786,1.93553,0.5323,40.765,1.20072,159.38,26.217,0.015968,0.065866,3.20556,1104.74183,135.54234
새우살칠리소스볶음,71.5,볶음,69.265,8.40575,2.3854,3.2434,0.646,35.125,1.12925,190.115,29.08333334,0.013115,0.06466,11.5289,1034.1426,135.2642
새우살케첩볶음,77,볶음,71.4,8.6285,2.3872,3.6122,0.915,38.7,1.179,162.9,28.525,0.01065,0.0687,9.0975,1028.564,139.3241
새우살크림소스볶음,102.3,볶음,128.17,9.57433,8.19092,3.28665,0.1483,82.979,1.12402,158.745,62.9485,0.012128,0.120346,10.84536,1149.29173,151.9206
새우채소볶음,73.4,볶음,67.734,8.54833,2.5861,2.27983,0.5563,37.675,1.21912,158.36,24.75866667,0.009418,0.068876,8.68936,1107.82273,137.08124
새우파프리카볶음,72.1,볶음,65.013,8.50213,2.37972,2.05905,0.3423,35.278,1.24032,205.652,16.62333333,0.009258,0.083716,19.56396,1023.14033,134.1656
소고기가래떡볶음,77.5,볶음,152.204,5.60133,10.1641,9.43393,0.6783,12.165,0.82602,92.327,32.02533334,0.016978,0.117936,2.67436,1267.05923,144.83274
소고기가지볶음,67.5,볶음,121.957,5.24286,10.10072,2.33838,0.7526,10.033,0.83224,114.502,31.48283333,0.018026,0.166742,1.33272,1247.25496,140.43174
소고기가지불고기,64.5,볶음,73.337,7.46886,3.78272,2.04388,0.6226,8.133,0.97174,116.542,2.4295,0.034426,0.123192,1.22422,1148.79346,135.74724
소고기감자볶음,64.4,볶음,128.264,5.34433,10.1041,3.71973,0.6643,8.725,0.88942,114.84,30.83783334,0.020308,0.146316,2.82336,1247.62723,140.65974
소고기굴소스볶음,62,볶음,80.05,7.391,3.5917,4.2372,0.54,7.25,0.9145,251.65,26.7625,0.0306,0.1038,12.222,1075.5745,138.7206
소고기깻잎볶음,56.4,볶음,120.104,5.27403,10.1081,1.98703,0.6033,12.895,0.81962,114.31,43.42116667,0.020538,0.163976,1.04546,1253.19593,145.33234
소고기단호박볶음,72.3,볶음,136.881,5.2033,10.19998,6.08278,1.075,10.017,0.846,249.578,76.77116666,0.01711,0.15461,3.3485,1273.935,152.57874
소고기당근볶음,54.4,볶음,72.564,7.34433,3.7911,1.82673,0.4843,7.825,0.95242,119.84,69.59616667,0.030958,0.103216,1.21586,1159.54073,134.69674
소고기당면볶음,62.2,볶음,135.04,5.19583,9.90902,5.98455,0.5143,13.849,1.07042,115.438,30.88266667,0.017908,0.148526,1.75386,982.52623,19.9074
소고기당면불고기,69.2,볶음,90.57,7.52883,3.60152,6.91355,0.8543,14.449,1.23692,118.178,24.8085,0.037158,0.112226,2.08836,895.68823,18.9639
소고기떡볶음,69.4,볶음,94.764,7.75383,3.8256,6.99273,0.4943,8.225,0.97692,143.94,25.0545,0.032158,0.106816,6.08936,1167.78873,135.93124
소고기마늘종볶음,62.5,볶음,90.685,6.23427,6.00343,3.23844,0.8774,13.197,1.02523,24.226,6.89825,0.027441,0.082444,7.91936,1039.26244,75.27701
소고기무볶음,56.6,볶음,76.48,5.97056,5.16452,1.25068,0.2516,7.582,0.93054,83.63,24.5685,0.032936,0.073442,1.93972,693.32196,72.06944
소고기버섯볶음,67.4,볶음,74.134,7.77483,3.8221,2.63873,0.5493,6.475,1.01242,118.45,23.6245,0.040408,0.145766,0.98786,1161.32673,133.95474
소고기안심버섯볶음,67.2,볶음,87.95,6.57733,5.97492,2.58295,0.9543,4.739,1.10742,110.168,2.664333333,0.048758,0.141226,0.96836,1126.80173,142.2231
소고기버섯불고기,70.4,볶음,56.834,7.80733,1.8244,2.92153,1.1093,6.625,1.09492,117.65,24.7495,0.053008,0.138766,1.20636,154.06523,10.26464
소고기등심버섯불고기,55.4,볶음,100.334,5.42933,8.1454,1.94003,0.3093,5.725,0.85642,114.15,7.832833333,0.019108,0.186816,0.58186,235.98773,8.78714
소고기볶음,64.9,볶음,114.575,5.32282,8.4667,4.44973,0.6417,9.781,0.86273,115.182,31.67041667,0.016071,0.172764,2.62872,426.45451,41.38241
소고기볶음우동,85.2,볶음,149.354,5.7492,10.28488,8.02688,0.95,10.546,0.7868,178.622,30.91516667,0.03852,0.13498,2.427,1317.4804,145.24274
소고기부추볶음,59.4,볶음,120.064,5.25283,10.1331,1.73773,0.2593,10.325,1.26242,114.29,31.892,0.034308,0.152266,1.44686,1246.32673,140.38374
소고기브로콜리볶음,67.4,볶음,84.404,7.68083,3.8046,4.67793,0.7933,11.625,0.99482,252.18,26.96283334,0.034378,0.109236,5.32736,1157.58873,143.32374
소고기굴소스숙주볶음,72.4,볶음,113.23,6.27206,7.79312,4.35728,0.7416,8.802,0.70114,249.136,27.81433334,0.020886,0.118392,3.58622,1190.33446,141.72824
소고기숙주볶음,69.5,볶음,73.787,7.59786,3.78522,2.08588,0.5826,8.383,0.98924,117.342,1.550333333,0.040176,0.105992,3.52472,1150.83546,135.18074
소고기양배추볶음,59.5,볶음,74.537,7.50136,3.79022,2.33838,0.5826,12.183,0.96574,118.742,23.792,0.032626,0.102242,3.85972,1153.62946,138.46374
소고기양송이볶음,63.6,볶음,64.094,7.72132,2.89823,2.03861,0.4467,6.287,0.92863,111.594,0.663916667,0.041821,0.156874,1.32372,679.20401,68.37345
소고기양파볶음,64.4,볶음,121.564,5.24133,10.1076,2.42473,0.7193,8.475,0.83542,114.24,31.94616667,0.019458,0.154566,1.44036,1254.69623,145.30524
소고기오이볶음,63.5,볶음,65.487,7.16136,3.13662,1.91778,0.2976,7.233,0.94624,114.442,1.725333333,0.022126,0.099792,3.30522,663.86446,70.33344
소고기우엉볶음,55.4,볶음,112.434,6.22683,7.7857,4.06533,0.7093,10.565,0.80372,114,3.646166667,0.007558,0.131056,0.93236,1185.59273,137.85274
소고기짜장볶음,70.4,볶음,79.145,7.37673,2.73719,6.26872,1.1832,10.875,0.80299,50.544,54.30425,0.040536,0.091674,4.09522,603.89389,81.62271
소고기채굴소스볶음,70.1,볶음,130.067,5.2398,9.9368,4.8225,0.47,10.281,0.932,251.906,44.88516667,0.01971,0.16032,14.4265,1169.148,142.0906
소고기채소볶음,54.5,볶음,72.537,7.45086,3.79022,1.80038,0.4176,8.133,0.97524,117.842,24.73783334,0.030776,0.104992,2.67822,1153.68146,137.06174
소고기청경채볶음,67.4,볶음,73.084,7.52483,3.7916,1.90373,0.5243,19.475,0.98142,120.05,33.04533334,0.040558,0.103766,4.05836,1153.86823,140.31474
소고기카레볶음,65.5,볶음,132.757,5.38036,10.54472,4.24758,0.5766,10.783,0.97414,19.232,32.43866667,0.020896,0.118962,2.23372,1248.46596,142.71124
소고기케첩볶음,67,볶음,125,5.2715,9.9172,3.5722,0.915,11.2,0.811,71.7,36.325,0.01635,0.1362,8.9375,1172.033,147.0431
소고기토마토볶음,97.2,볶음,126.597,5.3403,9.9558,4.109,1.375,11.321,0.9107,54.393,60.561,0.02216,0.15142,6.664,1194.816,142.8686
소고기파인애플볶음,74.5,볶음,128.087,5.21086,10.11122,4.08588,0.6476,10.233,0.89624,113.992,10.817,0.022826,0.160942,20.90372,1246.81596,142.61674
소고기파채볶음,62.5,볶음,104.287,5.21736,8.13402,2.47518,0.3476,10.633,0.91324,116.542,30.91283334,0.015176,0.147092,2.65272,232.71896,9.27814
소고기파프리카볶음,65.5,볶음,90.177,6.25946,6.16782,2.20038,0.3666,7.103,1.09324,111.872,26.75116667,0.032806,0.108582,22.94072,1201.88976,138.24114
소고기폭찹,71.1,볶음,78.127,7.3142,3.9552,3.3323,0.818,7.731,1.0017,99.066,27.54433334,0.03018,0.10624,16.5559,1100.9018,138.5841
소고기표고버섯볶음,57.3,볶음,109.607,5.11153,9.1209,1.84043,0.3363,7.324,0.79462,66.854,30.81516667,0.018358,0.143556,1.21086,739.92873,74.85494
소고기피망볶음,62.5,볶음,75.867,7.11146,4.13562,2.26738,0.6386,6.073,0.95824,114.642,31.35783334,0.030206,0.111882,7.67272,1175.81776,137.91654
소불고기,67.5,볶음,58.737,7.22686,2.16902,2.59418,0.4326,7.383,1.03524,115.842,24.72533334,0.032426,0.110342,10.16272,160.38896,4.17814
소불고기(안심),60.6,볶음,94.998,6.36525,6.26742,3.13499,0.3725,10.073,1.1185,114.254,36.53166667,0.035048,0.13262,4.41486,1234.83483,136.61376
소불고기(등심),70.6,볶음,127.674,5.40548,10.21044,3.88334,0.8208,10.55,0.92082,115.16,30.84566667,0.023006,0.173626,1.84672,1296.09106,146.09876
순살간장닭갈비,71.3,볶음,70.883,7.66816,2.31254,4.6858,0.7896,13.107,0.31184,111.27,9.4735,0.079386,0.063632,4.19602,1070.03556,139.0399
순살닭갈비,73.3,볶음,76.703,7.94776,2.43704,5.6077,0.8876,12.697,0.52274,115.8,37.23266667,0.076516,0.107252,3.98972,1022.96546,134.8666
순살닭볶음탕,71.5,볶음,57.361,7.86514,0.48544,5.36084,0.915,10.615,0.54862,93.416,55.08233334,0.08209,0.10379,2.74832,27.70066,2.57242
순살돼지고기김치볶음,61.2,볶음,68.424,7.0075,3.17498,2.55958,0.24,13.326,0.4128,50.452,27.426,0.2781,0.10933,1.903,1241.4655,139.86774
순살된장닭볶음,69.3,볶음,69.183,7.85636,2.57404,3.5763,0.9666,12.617,0.62464,119.97,67.78183333,0.086646,0.091622,3.50372,1039.14096,141.2616
스크램블에그,69.2,볶음,84.377,5.4653,5.2848,3.15,0.325,35.621,0.7987,91.433,82.92433334,0.03916,0.20902,1.038,1465.601,142.0846
시금치스크램블에그,77.2,볶음,87.397,5.8588,5.3538,3.582,0.24,40.371,1.1587,99.043,118.8526667,0.05501,0.25867,9.524,1464.731,142.0366
안매운김치돼지고기볶음,62.2,볶음,62.424,7.60226,2.16291,2.77383,0.3391,14.675,0.29519,48.008,26.82458334,0.101205,0.075992,1.945,661.11205,72.88431
안매운마파두부,65.6,볶음,94.912,5.2542,5.29245,6.3736,1.181,24.231,0.87825,243.241,2.924333333,0.02235,0.12408,2.9136,1760.0338,249.389
안매운오삼불고기,67.2,볶음,86.944,6.3075,5.87868,2.24458,0.521,8.336,0.3356,146.442,26.656,0.09723,0.07697,9.455,618.758,51.43864
양배추낙지볶음,79.3,볶음,56.991,5.8723,2.38798,3.01408,0.881,22.967,0.7356,290.388,23.2295,0.02524,0.04364,4.651,1107.8595,138.86874
언양식불고기,55.6,볶음,136.748,6.73275,10.69142,3.61699,0.2175,7.773,1.022,113.404,3.74,0.022698,0.12462,1.42886,2200.36833,141.07626
오리불고기,60.4,볶음,81.97,5.80406,4.65892,4.05328,0.3996,9.242,0.89344,146.946,38.76516667,0.083596,0.103982,1.46272,1110.81426,133.60534
오리엔탈닭살볶음,71,볶음,89.29,7.6638,4.4369,4.3891,0.573,7.68,0.4528,114.69,40.45166667,0.06883,0.12764,16.927,1192.4834,150.232
오리주물럭,51.2,볶음,68.796,5.69906,3.45394,3.5667,0.2446,7.546,0.79144,145.834,15.57166667,0.076946,0.099042,1.16172,425.09726,6.3293
