name,weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
S(우유제외)수박화채,160,과일(간식),55,0.79,0.05,13.818,0.2,7.2,0.186,0.6,71.08333333,0.024,0.03,0,14.25,2.93
S감말랭이,30,과일(간식),76.5,0.582,0.048,20.583,3.36,6.3,0.192,0.9,13.725,0.003,0.0672,1.533,0,8.601
S거봉(100g),100,과일(간식),61,0.43,0.04,16.38,0.4,4,0.17,1,2.166666667,0.026,0.047,0.13,11.89,6.09
S곶감,40,과일(간식),85.6,0.772,0.032,22.98,3.4,5.6,0.248,0.4,9.533333332,0.0036,0.0972,1.068,0,5.044
S과일화채,180,과일(간식),101.05,3.67,3.3645,14.89,0.79,117.65,0.1985,36,91.16666666,0.04035,0.1911,1.8925,86.6605,10.6925
S귤(50g),50,과일(간식),19.5,0.35,0.05,4.95,0,6.5,0,5.5,0.208333334,0.065,0.02,22,0,0
S귤(80g),80,과일(간식),31.2,0.56,0.08,7.92,0,10.4,0,8.8,0.333333334,0.104,0.032,35.2,0,0
S단감(50g),50,과일(간식),25.5,0.205,0.02,6.83,3.2,3,0.075,0,3.375,0.0285,0.0255,6.975,0,5.105
S당근스틱,30,과일(간식),9.3,0.306,0.039,2.109,0.93,7.2,0.084,6.9,137.9,0.0111,0.0186,0.906,24.906,2.37
S딸기(100g),100,과일(간식),36,0.8,0.2,8.9,0,7,0.4,13,0,0.03,0.02,71,0,0
S멜론(100g),100,과일(간식),40,1.5,0.04,9.64,2,7,0.34,13,2.416666667,0.032,0.033,2.02,5.27,10.67
S멜론(50g),50,과일(간식),20,0.75,0.02,4.82,1,3.5,0.17,6.5,1.208333334,0.016,0.0165,1.01,2.635,5.335
S멜론(75g),75,과일(간식),30,1.125,0.03,7.23,1.5,5.25,0.255,9.75,1.8125,0.024,0.02475,1.515,3.9525,8.0025
S멜론퓨레,80,과일(간식),32,1.2,0.032,7.712,1.6,5.6,0.272,10.4,1.933333334,0.0256,0.0264,1.616,4.216,8.536
S바나나(100g),100,과일(간식),84,1.1,0.1,21.94,1.9,7,0.29,0,2.083333333,0.049,0.075,5.94,24.75,9.76
S바나나(50g),50,과일(간식),42,0.55,0.05,10.97,0.95,3.5,0.145,0,1.041666667,0.0245,0.0375,2.97,12.375,4.88
S방울토마토(35g),35,과일(간식),8.75,0.35,0.0455,2.107,0.735,3.5,0.1295,1.75,20.825,0.0077,0.03045,3.9795,21.644,2.4535
S방울토마토(70g),70,과일(간식),17.5,0.7,0.091,4.214,1.47,7,0.259,3.5,41.65,0.0154,0.0609,7.959,43.288,4.907
S배(100g),100,과일(간식),46,0.3,0.04,12.35,1.4,1,0.05,0,0,0.016,0.049,2.76,18.27,1.16
S배(50g),50,과일(간식),23,0.15,0.02,6.175,0.7,0.5,0.025,0,0,0.008,0.0245,1.38,9.135,0.58
S복숭아(60g),60,과일(간식),19.2,0.558,0.03,4.71,2.28,3.6,0.114,0,4.7,0.0168,0.0108,1.014,10.632,3.378
S복숭아(80g),80,과일(간식),25.6,0.744,0.04,6.28,3.04,4.8,0.152,0,6.266666666,0.0224,0.0144,1.352,14.176,4.504
S복숭아(백도)-60g,60,과일(간식),29.4,0.354,0.024,7.86,1.56,2.4,0.066,0,0.15,0.0132,0.0138,1.26,6.39,5.208
S복숭아(백도)-80g,80,과일(간식),39.2,0.472,0.032,10.48,2.08,3.2,0.088,0,0.2,0.0176,0.0184,1.68,8.52,6.944
S복숭아(천도)-60g,60,과일(간식),19.2,0.558,0.03,4.71,2.28,3.6,0.114,0,4.7,0.0168,0.0108,1.014,10.632,3.378
S복숭아(천도)-80g,80,과일(간식),25.6,0.744,0.04,6.28,3.04,4.8,0.152,0,6.266666666,0.0224,0.0144,1.352,14.176,4.504
S복숭아(황도)-60g,60,과일(간식),29.4,0.24,0.024,7.818,2.58,3,0.054,1.2,5.25,0.0108,0.0132,1.002,6.45,3.756
S복숭아(황도)-80g,80,과일(간식),39.2,0.32,0.032,10.424,3.44,4,0.072,1.6,7,0.0144,0.0176,1.336,8.6,5.008
S블루베리(50g),50,과일(간식),24,0.275,0.045,6.285,1.5,4.5,0.115,0,1.083333334,0.0085,0.0655,0,16.125,8.25
S사과(100g),100,과일(간식),53,0.2,0.03,14.36,2.7,4,0.1,0,2.083333333,0,0.019,1.41,14.92,1.09
S사과(35g),35,과일(간식),18.55,0.07,0.0105,5.026,0.945,1.4,0.035,0,0.729166667,0,0.00665,0.4935,5.222,0.3815
S사과(50g),50,과일(간식),26.5,0.1,0.015,7.18,1.35,2,0.05,0,1.041666667,0,0.0095,0.705,7.46,0.545
S사과(75g),75,과일(간식),39.75,0.15,0.0225,10.77,2.025,3,0.075,0,1.5625,0,0.01425,1.0575,11.19,0.8175
S수박(100g),100,과일(간식),31,0.79,0.05,7.83,0.2,6,0.18,0,71.08333333,0.024,0.03,0,13.86,2.93
S수박화채,200,과일(간식),96,3.87,3.37,13.36,0.2,119,0.23,36,126.0833333,0.045,0.192,0.79,87.64,10.53
S오렌지(100g),100,과일(간식),44,0.9,0.1,11.2,0,33,0.2,1,7.5,0.11,0.02,43,0,0
S오렌지(50g),50,과일(간식),22,0.45,0.05,5.6,0,16.5,0.1,0.5,3.75,0.055,0.01,21.5,0,0
S자두(50g),50,과일(간식),13,0.25,0.3,2.65,0,1.5,0.1,0.5,0,0.02,0.015,2.5,0,0
S참외(100g),100,과일(간식),47,1.57,0.29,11.01,1.7,6,0.26,2,0.5,0.006,0.08,1.99,167.43,9.08
S참외(50g),50,과일(간식),23.5,0.785,0.145,5.505,0.85,3,0.13,1,0.25,0.003,0.04,0.995,83.715,4.54
S청포도(100g),100,과일(간식),48,0.3,0.2,12.6,0,5,0.3,2,0.916666667,0.06,0.01,2,0,0
S키위(100g),100,과일(간식),64,0.8,1,14.8,0,30,1,2,2.083333333,0.13,0.03,72,0,0
S키위(50g),50,과일(간식),32,0.4,0.5,7.4,0,15,0.5,1,1.041666667,0.065,0.015,36,0,0
S토마토(100g),100,과일(간식),19,1.03,0.18,4.26,2.6,9,0.19,2,31.66666667,0.013,0.037,14.16,91.46,6.61
S토마토(200g),200,과일(간식),38,2.06,0.36,8.52,5.2,18,0.38,4,63.33333334,0.026,0.074,28.32,182.92,13.22
S파인애플(50g),50,과일(간식),26.5,0.23,0.02,7.16,1.25,8,0.045,0,2.583333334,0.026,0.0435,22.715,3.69,3.715
S포도(100g),100,과일(간식),60,0.66,0.04,15.1,1.1,3,0.11,2,3.25,0.063,0.051,0.12,10.83,5.34
S감자건포도샐러드,80,샐러드(간식),97.3,1.5895,3.837,14.822,2.115,10.9,0.5055,25.15,0.745833333,0.04695,0.0768,7.3685,1970.7845,292.81
S감자샐러드,76.5,샐러드(간식),91.165,1.8091,4.5599,11.17885,2.1075,12.82,0.5049,23.89,0.750416667,0.043585,0.04449,7.357,2161.35705,292.49285
S감자채요거트샐러드,78,샐러드(간식),64.15,2.0114,0.5497,13.4293,1.975,27.33,0.4239,7.93,7.686666667,0.04253,0.09055,6.4891,18.7025,3.4441
S고구마경단,61,샐러드(간식),110.66,1.1166,1.0742,24.2036,1.726,11.15,0.3002,10.58,14.16,0.03546,0.03352,3.572,85.602,7.0994
S고구마샐러드(마요네즈),56,샐러드(간식),115.49,0.5575,3.8375,19.7135,1.35,8.51,0.2625,26.66,2.0625,0.03365,0.016,3.56,1982.545,293.587
S과일샐러드,55,샐러드(간식),59.1,0.3355,3.816,6.5105,0.545,9.95,0.0975,23.35,2.916666666,0.03025,0.01515,11.2375,1965.42,291.1215
S과일샐러드(마요네즈),55,샐러드(간식),59.8,0.3255,3.815,6.7115,0.675,10.25,0.1025,23.35,3.125,0.02865,0.01215,11.1025,1965.085,291.1145
S과일샐러드(요거트드레싱),60,샐러드(간식),36,1.684,1.168,5,0.84,46.4,0.049,13.9,18.86666667,0.0173,0.0493,4.978,26.384,4.049
S단호박샐러드,61,샐러드(간식),37.94,0.905,0.657,8.165,2.5,17.31,0.195,3.66,158.4166667,0.0171,0.0843,6.144,96.478,41.25
S단호박샐러드(마요네즈),56,샐러드(간식),66.99,0.6475,4.1075,7.9335,2.5,7.01,0.2175,23.16,153.6458333,0.01615,0.0705,6.065,2050.455,331.332
S마카로니채소샐러드,40.2,샐러드(간식),133.147,3.2238,3.8941,20.1668,0.19,3.921,0.3962,58.543,23.97766667,0.03571,0.01992,0.7135,1965.9155,291.5775
S바나나사과키위샐러드,120,샐러드(간식),83.55,1.338,0.6945,20.032,1.995,26.5,0.433,5.1,8.191666666,0.0591,0.06615,21.5955,25.397,6.5385
S블루베리고구마샐러드,91,샐러드(간식),103.39,1.3595,0.8985,22.66,1.8,37.11,0.282,12.56,15.40833333,0.0403,0.07375,3.7575,44.4725,7.12
S사과샐러드(마요네즈),55,샐러드(간식),62.05,0.1505,3.7975,7.5015,1.35,3,0.0775,23.1,1.770833333,0.00115,0.0119,0.705,1968.815,291.387
S연두부샐러드(오리엔탈드레싱),43.1,샐러드(간식),31.537,1.98022,1.46836,2.56929,0.0367,17.274,0.55794,100.288,3.763833333,0.059771,0.051132,0.20972,76.24348,2.128
S오이당근스틱,30,샐러드(간식),6.75,0.336,0.0225,1.512,0.57,6.3,0.072,3.9,69.7125,0.00585,0.0144,2.1405,13.6815,2.2065
S오이스틱,30,샐러드(간식),4.2,0.366,0.006,0.915,0.21,5.4,0.06,0.9,1.525,0.0006,0.0102,3.375,2.457,2.043
S으깬견과류고구마샐러드(요거트),93,샐러드(간식),119.82,3.048,2.6168,21.1458,1.976,70.65,0.3388,22,24.95833333,0.04114,0.09888,4.088,302.3922,8.3438
S참외샐러드,43,샐러드(간식),48.614,1.1328,3.065,4.8633,1,15.232,0.3109,101.988,1.22825,0.03094,0.06612,0.398,544.1625,13.20985
S채소스크램블에그,51.3,샐러드(간식),59.697,4.1498,3.5487,2.3344,0.24,29.211,0.5889,111.44,69.30266667,0.02921,0.16077,0.524,848.014,74.0398
S토마토두부샐러드,58,샐러드(간식),53.89,2.3759,2.9657,4.5743,1.206,16.19,0.4252,96.44,7.214166667,0.02043,0.09676,12.2415,659.8221,95.4567
S파프리카스틱,40,샐러드(간식),10.4,0.364,0.052,2.568,0.64,2.4,0.148,0,11.26666667,0.0056,0.0592,36.7,20.84,11.724
S푸실리샐러드,40,샐러드(간식),68.85,2.1005,0.085,14.405,0.535,3.2,0.2635,53.85,6.920833333,0.02515,0.02925,11.434,11.6505,3.1255
S고구마쉐이크,190,우유(간식),175.5,4.847,4.723,28.202,2.1,166.7,0.28,53.9,78.54166667,0.0594,0.2393,8.786,138.737,15.75
S떠먹는요구르트(100ml),100,우유(간식),70,5.18,3.84,3.36,1,141,0.03,46,59,0.021,0.145,1.32,78,12.77
S바나나쉐이크,250,우유(간식),181.5,5.72,5.08,30.235,1.9,176.5,0.365,54,84.58333333,0.0805,0.318,7.125,135.42,21.16
S복숭아호두스무디,185,우유(간식),138.6,4.3255,6.9515,16.406,2.415,120.25,0.2625,36.15,55.30833333,0.04095,0.1945,2.47,2154.785,587.6135
S블루베리바나나쉐이크,230,우유(간식),213,5.617,10.633,27.028,3.61,130.7,0.611,36.3,57.76666667,0.0653,0.3138,4.354,4252.95,1169.495
S수제딸기우유,250,우유(간식),148,6.56,6.74,15.51,0,229.5,0.3,78.5,110,0.057,0.334,37.08,147.56,15.2
S수제바나나우유,150,우유(간식),107,3.63,3.37,16.5,0.95,116.5,0.195,36,56.04166667,0.0455,0.1995,3.76,86.155,12.48
S수제블루베리바나나우유,190,우유(간식),120.3,4.895,5.017,14.26,1.09,172.9,0.173,54,83.35833333,0.0415,0.2898,1.779,122.82,17.326
S수제블루베리우유,275,우유(간식),166,6.5725,6.7075,20.4875,2.25,232.75,0.2725,72,111.625,0.05475,0.42225,1.58,171.7475,27.575
S요구르트,80,우유(간식),52,1.032,0.016,12.184,0.48,36,0.016,13.6,0,0.012,0.0512,0.368,0.536,0
S우유(100ml),100,우유(간식),65,3.08,3.32,5.53,0,113,0.05,36,55,0.021,0.162,0.79,73.78,7.6
S우유(150ml),150,우유(간식),97.5,4.62,4.98,8.295,0,169.5,0.075,54,82.5,0.0315,0.243,1.185,110.67,11.4
S우유(200ml),200,우유(간식),130,6.16,6.64,11.06,0,226,0.1,72,110,0.042,0.324,1.58,147.56,15.2
S우유미숫가루,167.5,우유(간식),166.875,6.798,5.80225,22.2195,1.92,177.7,0.67675,54.925,82.5,0.0357,0.3288,1.185,506.1225,76.9005
S토마토쉐이크,168,우유(간식),74.64,1.8332,0.2121,17.7205,3.232,32.87,0.2387,10.87,34.83333334,0.02537,0.10399,15.9212,101.9199,7.385
S호두두부쉐이크,130,우유(간식),144.55,7.0855,8.108,11.318,1.495,120.25,0.787,29.4,44.10833333,0.03195,0.245,0.632,3085.825,734.1775
S호두우유,205,우유(간식),163.55,6.96,10.06,11.585,0,229.95,0.265,74.35,110.0958333,0.0515,0.3385,1.58,147.56,15.2
S검은깨두유(100ml),100,음료(간식),77,3.4,3.15,8.76,1.4,119,0.52,65,0,0.023,0.018,0.34,1519.52,152.69
S검은깨두유(150ml),150,음료(간식),115.5,5.1,4.725,13.14,2.1,178.5,0.78,97.5,0,0.0345,0.027,0.51,2279.28,229.035
S검은깨두유(200ml),200,음료(간식),154,6.8,6.3,17.52,2.8,238,1.04,130,0,0.046,0.036,0.68,3039.04,305.38
S검은콩우유(100ml),100,음료(간식),86,3.21,3.77,9.87,0.9,23,0.42,77,0,0.061,0.019,0.15,1508.95,177.52
S검은콩우유(150ml),150,음료(간식),129,4.815,5.655,14.805,1.35,34.5,0.63,115.5,0,0.0915,0.0285,0.225,2263.425,266.28
S검은콩우유(200ml),200,음료(간식),172,6.42,7.54,19.74,1.8,46,0.84,154,0,0.122,0.038,0.3,3017.9,355.04
S과일연두부스무디,85,음료(간식),60.25,1.901,1.146,11.1435,0.54,22.6,0.54,2.2,1.916666667,0.07835,0.0158,8.882,2.984,0.218
S두유(100ml),100,음료(간식),70,4.4,3.6,4.7,0,17,0.7,135,0,0.04,0.04,0,0,0
S두유(150ml),150,음료(간식),105,6.6,5.4,7.05,0,25.5,1.05,202.5,0,0.06,0.06,0,0,0
S두유(200ml),200,음료(간식),140,8.8,7.2,9.4,0,34,1.4,270,0,0.08,0.08,0,0,0
S베지밀,200,음료(간식),140,8.8,7.2,9.4,0,34,1.4,270,0,0.08,0.08,0,0,0
S콩두유,200,음료(간식),114,9.68,5.14,7.48,2.2,54,1.24,310,0,0.022,0.078,0.04,2747.72,475.7
S간장닭강정,44.5,일품(간식),92.131,7.226,3.65162,6.70792,0.211,9.839,0.29956,289.872,9.311,0.06607,0.094178,0.1186,1649.3844,201.6199
S닭강정,49,일품(간식),101.266,7.10275,3.65687,9.10022,0.387,10.389,0.26366,314.732,11.25266667,0.066425,0.064333,0.5726,1651.92065,201.6199
S동태전,39.7,일품(간식),53.812,5.6973,2.04165,2.5423,0.075,18.281,0.1871,126.773,9.511,0.03647,0.07113,0.0003,831.7392,100.6138
S두부,40,일품(간식),38.8,3.848,1.852,1.5,1.16,25.6,0.616,0.4,0,0.0128,0.0716,0,954.316,155.028
S삶은달걀(30g),30,일품(간식),42.9,4.182,2.391,0.657,0,15.6,0.531,42,16.925,0.0219,0.1665,0,347.937,9.456
S삶은달걀(50g),50,일품(간식),71.5,6.97,3.985,1.095,0,26,0.885,70,28.20833334,0.0365,0.2775,0,579.895,15.76
S스크램블에그(버터),37.2,일품(간식),59.27,3.8978,4.0178,1.3357,0,21.65,0.5435,108.494,54.02833333,0.02445,0.14972,0.0395,362.4958,11.14
S스크램블에그,41.3,일품(간식),56.797,4.0513,3.5402,1.6489,0,27.261,0.5649,110.14,46.311,0.02561,0.15712,0.079,842.993,73.5968
S시금치스크램블에그,51.3,일품(간식),60.097,4.3613,3.5902,2.2489,0,31.261,0.8249,115.54,70.27766667,0.03761,0.19112,6.079,842.993,73.5968
S연두부+양념장,72.2,일품(간식),50.234,3.09207,2.54887,3.52096,0.0417,29.133,0.89108,51.414,0.373,0.09923,0.037189,0.06845,244.59475,3.22737
S치즈스크램블에그,41.3,일품(간식),80.097,5.6193,5.3382,1.7129,0,78.561,0.5689,199.34,48.77766667,0.02941,0.15792,0.007,857.441,87.1948
S치즈스틱,42,일품(간식),135.9,11.208,8.7422,2.1692,0,382.8,0.052,169.6,19.53333333,0.0112,0.1308,0.024,1126.984,179.4376
S토마토스크램블에그,116.8,일품(간식),82.122,4.9053,4.29375,6.1427,1.47,39.911,0.8264,115.44,90.711,0.04206,0.22612,8.0775,1143.604,111.6722
S(가공)소고기스프,15,수프(간식),60.9,1.695,1.545,10.065,0,1.5,0.12,544.05,0,0.0585,0.021,0,0,0
S(가공)크림스프,15,수프(간식),66.45,1.02,2.385,10.215,0,3.3,0,454.8,0,0.045,0.0225,0,0,0
S가지두부죽,51.4,수프(간식),114.304,2.7315,1.76258,20.90568,0.695,11.146,0.5394,69.486,0.744333333,0.06595,0.04819,0,738.034,45.16584
S가지죽,41.4,수프(간식),104.604,1.7695,1.29958,20.53068,0.405,4.746,0.3854,69.386,0.744333333,0.06275,0.03029,0,499.455,6.40884
S감자된장죽,42.2,수프(간식),113.734,2.0388,1.37358,22.32808,0.508,4.406,0.4537,45.732,0.094333333,0.07238,0.01826,1.6885,537.8756,12.52654
S감자우유죽,91.4,수프(간식),127.504,3.169,2.94308,21.26268,0.49,60.596,0.4034,87.286,27.586,0.06725,0.09044,2.2655,538.5155,10.53284
S감자죽,44.4,수프(간식),95.684,1.6656,1.28948,18.63158,0.608,4.816,0.3883,69.826,14.99266667,0.05801,0.01475,1.8226,504.0236,9.10934
S감자찹쌀죽,41.4,수프(간식),113.204,2.0015,1.30108,22.37868,0.405,3.396,0.5234,69.036,0.061,0.0575,0.01589,1.5765,500.7555,6.68484
S감자채소죽,54.4,수프(간식),98.634,1.8671,1.30148,19.28158,0.848,7.516,0.4383,70.126,16.101,0.06141,0.02245,3.5751,506.4081,12.26434
S감자치즈죽,40.2,수프(간식),97.55,2.5195,1.151,18.4705,0.405,34.13,0.3519,115.344,4.05,0.05795,0.01655,1.58,12.2135,7.455
S검은깨죽,36.2,수프(간식),151.14,3.8935,4.9532,22.7845,2.464,127.89,0.9634,69.194,0.459166667,0.13186,0.04339,0,2181.3957,21.1673
S검은콩죽,35.7,수프(간식),136.639,5.468,2.18397,22.92148,2.08,21.925,0.95275,74.23,0.587916667,0.0743,0.07355,0.672,1034.32325,138.20935
S검정콩두유죽,65,수프(간식),153.05,6.788,2.766,24.33,2.08,26.75,1.154,42.6,0.583333333,0.0863,0.0852,0.672,826.217,135.539
S게맛살죽,51.2,수프(간식),122.354,3.2885,1.31858,23.35218,0.24,36.916,0.49,122.292,23.086,0.0656,0.02749,0.445,504.476,6.85184
S게살죽,53.4,수프(간식),115.584,3.9725,1.39758,20.71118,0.24,22.796,0.4954,107.026,23.09933333,0.093,0.09579,0.665,504.926,7.00184
S게살채소스프,73,수프(간식),100.43,7.4127,4.8532,5.9488,0.46,43.63,0.7514,89.1,79.5175,0.0788,0.26148,0.7475,407.7972,14.9115
S게살치즈죽,55.5,수프(간식),123.485,4.8865,1.76145,20.8847,0.24,53.215,0.46725,85.78,27.06291667,0.09555,0.103,0.4485,224.49025,10.44235
S견과죽,31.2,수프(간식),128.82,2.7673,3.7585,20.7153,0.636,15.3,0.5429,69.464,0.190833333,0.05978,0.05984,0,1631.3571,344.5674
S고구마두부죽,45.2,수프(간식),105.4,2.3935,0.5595,21.8535,0.695,10.13,0.4819,69.944,0.466666667,0.05895,0.02595,1.068,244.936,39.5805
S고구마스프,90.3,수프(간식),123.147,2.3948,5.8426,14.8598,0.845,63.011,0.1929,87.49,54.25683334,0.03516,0.09122,2.4155,150.525,15.4545
S고구마죽,36.4,수프(간식),106.704,1.4315,1.29158,21.48018,0.405,4.246,0.3489,70.036,0.477666667,0.05575,0.00889,1.068,505.812,7.23234
S고구마청경채죽,46.4,수프(간식),107.704,1.5725,1.30058,21.64418,0.525,12.946,0.3869,71.736,6.752666667,0.06255,0.01319,2.919,506.405,11.44034
S고구마타락죽,85.2,수프(간식),128.2,2.9715,1.7565,24.2435,0.405,60.23,0.3529,87.844,27.96666667,0.06625,0.08905,1.463,43.247,4.6235
S근대된장죽,52.2,수프(간식),108.834,2.1053,1.40408,21.14908,0.703,11.906,0.4677,71.682,39.30266666,0.08113,0.03496,1.2815,543.5926,27.40554
S근대죽,51.4,수프(간식),107.354,1.9655,1.33358,21.05418,0.645,11.646,0.4499,96.636,61.161,0.0752,0.02569,1.165,509.846,19.77134
S김가루찹쌀죽,42.4,수프(간식),96.394,2.1025,1.33458,18.70018,0.51,7.546,0.5594,72.466,35.1885,0.0545,0.05339,3.066,505.343,7.03584
S김가루채소죽,47.4,수프(간식),96.094,2.056,1.33908,18.71718,0.62,8.596,0.4809,72.966,36.34683333,0.0654,0.05139,3.2215,506.1205,9.22334
S김치누룽지죽,40,수프(간식),94.5,1.81,0.13,20.535,0,11.35,0.445,36.8,3.595833334,0.071,0.014,1.05,0,0
S김치죽,41.4,수프(간식),105.504,1.81,1.32508,20.53668,0,11.946,0.4664,104.186,3.606833334,0.071,0.01484,1.05,499.455,6.40884
S김치치즈죽,45.2,수프(간식),109.4,2.748,1.195,20.8435,0,42.73,0.4499,150.394,7.579166667,0.07395,0.0225,1.0535,10.913,7.179
S깨죽,36.2,수프(간식),151.14,3.8935,4.9532,22.7845,2.464,127.89,0.9634,69.194,0.459166667,0.13186,0.04339,0,2181.3957,21.1673
S녹두죽,36.4,수프(간식),136.954,4.051,1.44708,25.89168,2.24,12.346,0.7574,69.486,2.119333333,0.0731,0.04164,0.529,555.924,32.89684
S누룽지죽,25,수프(간식),90.75,1.6,0.1,19.875,0,1.75,0.325,2,0.083333333,0.0575,0.005,0,0,0
S누룽지치즈죽,30.2,수프(간식),105.65,2.538,1.165,20.1835,0,33.13,0.3299,115.594,4.066666667,0.06045,0.0135,0.0035,10.913,7.179
S느타리버섯죽,41.2,수프(간식),102.62,2.002,1.1079,20.7764,0.57,2.26,0.4419,69.504,0.0925,0.08,0.0351,0.0945,422.229,5.3407
S늙은호박죽,40.2,수프(간식),97.25,1.862,0.109,21.408,0.21,3.48,0.4754,68.694,4.95,0.05255,0.0194,0.2055,1.9755,2.802
S다시마흰살생선죽,46.2,수프(간식),113.304,4.04,1.38008,20.10168,0,14.616,0.496,37.442,4.669333333,0.074,0.02284,0.7,499.455,6.40884
S단팥죽,47.2,수프(간식),165.99,7.683,0.4592,32.2362,5.37,19.96,1.848,68.264,0,0.1884,0.09378,1.371,93.135,43.281
S단호박스프,40.3,수프(간식),72.747,0.9028,4.3211,7.7303,1.47,5.761,0.1579,67.94,102.6735,0.01741,0.03827,3.335,148.839,30.7535
S단호박죽,47.2,수프(간식),81.39,1.467,0.2552,18.3732,1.5,4.36,0.441,67.664,91.74999999,0.03,0.06468,3.639,53.46,24.294
S단호박크림스프,90.3,수프(간식),103.747,2.4308,5.9506,10.1478,1.305,62.411,0.1749,86.09,114.8901667,0.02816,0.11302,3.4175,177.689,30.5525
S달걀당근죽,51.4,수프(간식),130.504,4.139,2.77558,20.91018,0.155,13.946,0.7204,96.736,50.27766667,0.07495,0.10274,0.151,722.504,11.64384
S달걀부추죽,66.4,수프(간식),144.754,5.512,3.53608,21.30968,0,20.746,1.2264,108.986,41.61933333,0.0969,0.15454,0.5,827.802,13.66884
S달걀죽,58.2,수프(간식),133.364,4.2395,2.77808,21.57658,0.291,14.556,0.7447,29.202,41.76433333,0.0782,0.10504,0.6756,722.0922,12.88234
S달걀채소죽,57.4,수프(간식),132.144,4.1985,2.77958,21.31118,0.24,14.946,0.7404,97.056,50.29266667,0.0769,0.10369,0.555,723.374,11.69184
S닭가슴살옥수수죽,45.2,수프(간식),107.65,5.414,0.496,19.541,0.49,3.53,0.5264,77.494,7.141666667,0.1244,0.0444,0.543,92.099,2.56
S닭가슴살채소죽,53.4,수프(간식),123.414,5.3515,1.51408,20.90958,0.291,5.886,0.5501,78.896,21.61433333,0.0926,0.04274,0.6756,503.1942,8.04234
S닭고기흑임자죽,48.2,수프(간식),151.92,6.868,3.8396,22.006,1.792,95.16,0.9544,77.894,7.406666667,0.14158,0.06442,0,1586.4696,15.3944
S닭백숙,57,수프(간식),132.803,7.31651,3.27059,17.44345,0.1391,6.252,0.82829,87.984,15.03683333,0.091296,0.085797,0.56167,1.18461,0.15025
S닭살가지죽,51.4,수프(간식),120.904,5.313,1.50808,20.32768,0.27,5.596,0.5374,78.086,7.577666667,0.091,0.05364,0,499.455,6.40884
S닭살배추죽,51.4,수프(간식),120.204,5.31,1.50508,20.16168,0,6.896,0.5614,79.586,7.186,0.1075,0.04034,1,499.455,6.40884
S닭살양배추죽,51.4,수프(간식),122.304,5.368,1.51308,20.68368,0.27,8.496,0.5384,78.886,7.252666667,0.091,0.04064,1.956,501.01,9.44684
S닭영양죽,44.9,수프(간식),115.016,4.68221,1.73849,19.29585,0.3741,5.391,0.70299,78.928,21.61083333,0.075066,0.057487,0.71337,21.08671,2.45595
S닭죽,41.6,수프(간식),118.05,5.05956,1.44082,19.92998,0.0066,2.962,0.39004,76.14,1.594333333,0.088186,0.014492,0.02372,524.83446,7.46784
S당근김죽,40.6,수프(간식),97.592,1.8376,0.32808,21.00278,0.465,6.116,0.3921,73.192,71.46566667,0.06463,0.02168,0.767,95.6955,2.25314
S당근스프,90.3,수프(간식),98.947,2.4038,5.8556,8.8628,1.065,65.711,0.1669,92.69,191.6068333,0.02976,0.10332,1.3095,165.215,16.6305
S당근죽,41.4,수프(간식),106.404,1.753,1.31458,20.93118,0.465,5.946,0.3884,72.836,69.04433334,0.06305,0.01514,0.453,511.908,7.59384
S당근치즈스프,90.3,수프(간식),112.097,3.2873,6.9096,8.8023,0.84,95.361,0.1534,136.94,149.6318333,0.03076,0.10617,1.305,168.696,23.0675
S당근치즈죽,45.2,수프(간식),110.3,2.691,1.1845,21.238,0.465,36.73,0.3719,119.044,73.01666667,0.066,0.0228,0.4565,23.366,8.364
S당근크림스프,90.3,수프(간식),98.547,2.3968,5.8466,8.8278,0.925,64.811,0.1589,90.69,145.6568333,0.02956,0.09822,1.5955,158.653,15.9365
S당근타락죽,100.2,수프(간식),130.6,3.388,1.7835,24.3625,0.635,63.43,0.4124,90.944,96.55,0.07705,0.0964,1.436,51.083,5.081
S대구채소죽,50.2,수프(간식),106.7,4.6235,0.1535,20.6055,0.24,9.03,0.4094,70.494,26.525,0.0791,0.03265,0.595,5.021,0.443
S대두콩죽,35.2,수프(간식),131.65,5.221,1.571,23.174,2.56,27.83,0.9914,69.394,0.175,0.1128,0.0434,0.327,751.867,121.183
S대추우유스프,75.2,수프(간식),105.8,2.368,5.829,10.984,0.78,61.68,0.1209,86.144,53.8875,0.02905,0.12635,1.931,144.0305,15.379
S대추우유죽,80.2,수프(간식),137.05,3.3265,1.7725,26.2685,0.475,60.28,0.3879,87.294,27.75833333,0.075,0.12675,1.3345,38.8715,4.8225
S동태살죽,43.2,수프(간식),113.824,4.0342,1.37218,20.12828,0.004,9.926,0.3879,95.142,1.451,0.07335,0.01964,0.1427,499.4663,6.40884
S돼지고기채소죽,56.4,수프(간식),133.654,4.719,2.99558,20.81918,0.35,5.946,0.4794,78.036,25.261,0.1623,0.02729,0.7685,749.5315,19.54984
S된장취나물죽,44.2,수프(간식),116.814,3.2887,1.49808,21.77568,0.72,64.936,1.5597,96.452,28.86933333,0.07605,0.08579,1.929,514.9384,34.17814
