name,Energy,Carbohydrate,Fat,Saturated Fatty acid,Trans fatty acid,Protein,Total Dietary Fiber,Calcium,Iron,Sodium,Phosphorus,Vitamin A,Total Ascorbic Acid,Vitamin D (Ergocalciferol + Cholecalciferol),group,rice_group,soup_group,main_group,sub_group,kimch_group,snack_group,dairy_group
오이오믈렛,64.38,1.764,4.3735,1.1726,0,1.139024,0.136,23.23,0.6013,41.52,68.58,44.41833333,1.0105,6.27,4,0,0,1,0,0,0,0
오이유자청무침,42.51,9.6498,0.2633,0.0501,0,0.217376,1.467,11.86,0.3209,145.89,31.39,20.92333333,7.571,0,5,0,0,0,1,0,0,0
오이참치마요무침,57.96,0.9213,3.2364,0.348,0,1.189277,0.198,8.22,1.6549,175,41.91,14.99,1.7781,0,4,0,0,1,0,0,0,0
오이청경채무침,30.28,4.7176,1.1839,0.1826,0,0.132291,1.191,18.84,0.2809,339.18,25.96,21.55416667,5.7938,0,5,0,0,0,1,0,0,0
오이치커리무침,47.12,6.2874,2.2224,0.3392,0,0.202812,1.798,30.5,0.6304,126.52,34.5,86.48833333,4.6266,0,5,0,0,0,1,0,0,0
오이파프리카무침,33.61,5.6853,1.2056,0.1888,0,0.091924,1.329,8.1,0.2604,337.03,23.8,19.36,32.6025,0,5,0,0,0,1,0,0,0
오징어 채소볶음,69.58,1.9824,4.368,0.6842,0,1.203401,0.568,16.66,0.2448,195.04,82.02,42.62333333,0.9274,1.5075,4,0,0,1,0,0,0,0
오징어간장볶음,68.17,1.7157,4.353,0.68,0,1.199387,0.397,7.78,0.1875,195.01,79.53,23.71083333,0.8455,1.5075,4,0,0,1,0,0,0,0
오징어간장조림,68.17,1.7157,4.353,0.68,0,1.199387,0.397,7.78,0.1875,195.01,79.53,23.71083333,0.8455,1.5075,4,0,0,1,0,0,0,0
오징어감잣국,50.11,6.115,0.4055,0.1079,0,1.349587,1.362,13.58,0.2914,53.65,90.15,46.50333333,4.9835,1.5075,3,0,1,0,0,0,0,0
오징어계란장조림,117.83,3.24,6.9325,1.576,0,2.737927,0.413,26.48,0.8501,336.52,149.28,71.31083333,0.8455,8.8225,4,0,0,1,0,0,0,0
오징어김치볶음밥,215.57,35.7946,3.4871,0.5289,0,4.541,0,18.08,0.6425,99.46,100.44,4.6925,1.4,1.5075,2,1,0,0,0,0,0,0
오징어단무지무침,50.02,1.6182,2.5273,0.4156,0,1.190916,1.069,8.34,0.2018,145.88,77.52,12.29,2.763,1.5075,4,0,0,1,0,0,0,0
오징어덮밥,529.95,90.4333,9.0893,1.4106,0,10.487475,3.315,46.15,1.507,127.1,268.9,80.45833333,11.478,3.3165,2,1,0,0,0,0,0,0
오징어두루치기,50.54,2.0224,2.3855,0.3923,0,1.194845,0.556,14.83,0.1623,123.92,76.87,44.825,0.8209,1.5075,4,0,0,1,0,0,0,0
오징어떡볶음,112.18,11.7424,4.442,0.7162,0,1.351801,0.708,18.66,0.2728,247.24,89.22,42.62333333,0.9274,1.5075,4,0,0,1,0,0,0,0
오징어맑은국,40.41,4.035,0.414,0.1069,0,1.289412,1.207,19.98,0.2059,55.05,90.35,46.69083333,5.951,1.5075,3,0,1,0,0,0,0,0
오징어무국,40.41,4.035,0.414,0.1069,0,1.289412,1.207,19.98,0.2059,55.05,90.35,46.69083333,5.951,1.5075,3,0,1,0,0,0,0,0
오징어무침,57.03,6.1124,1.4386,0.2567,0,1.226158,0.69,9.97,0.1776,176.15,82.51,38.33416667,2.4265,1.5075,4,0,0,1,0,0,0,0
오징어볶음,69.58,1.9824,4.368,0.6842,0,1.203401,0.568,16.66,0.2448,195.04,82.02,42.62333333,0.9274,1.5075,4,0,0,1,0,0,0,0
오징어불고기,58.99,1.9011,3.3709,0.5367,0,1.192433,0.433,7.1,0.1471,124.05,76.27,26.61416667,0.8455,1.5075,4,0,0,1,0,0,0,0
오징어브로콜리숙회,38.31,2.1658,0.4937,0.1305,0,1.888479,0.799,13.24,0.2667,80.07,98.82,7.180833333,7.2925,1.809,4,0,0,1,0,0,0,0
오징어새우볶음,81.98,2.0644,4.596,0.6662,0,1.274501,0.568,23.31,1.1358,185.09,107.67,42.62333333,0.9274,1.206,4,0,0,1,0,0,0,0
오징어숙주국,37.96,3.3645,0.404,0.1064,0,1.285162,1.162,17.68,0.1969,53.75,87.25,23.72833333,5.858,1.5075,3,0,1,0,0,0,0,0
오징어숙회,30.31,0.5858,0.4437,0.1105,0,1.695979,0.024,3.49,0.0667,79.32,81.82,1.680833333,0,1.809,4,0,0,1,0,0,0,0
오징어실채무침,43.435,4.8014,1.331,0.1779,0,0.2292355,0.796,5.095,0.49935,206.79,36.225,13.73708333,0,0,5,0,0,0,1,0,0,0
오징어양파국,26.21,1.8155,0.3055,0.0769,0,0.794862,0.527,6.88,0.1064,41.55,62.1,23.47833333,1.398,1.206,3,0,1,0,0,0,0,0
오징어찌개,40.41,4.035,0.414,0.1069,0,1.289412,1.207,19.98,0.2059,55.05,90.35,46.69083333,5.951,1.5075,3,0,1,0,0,0,0,0
오징어채무침,43.435,4.8014,1.331,0.1779,0,0.2292355,0.796,5.095,0.49935,206.79,36.225,13.73708333,0,0,5,0,0,0,1,0,0,0
오징어채소전,58.25,2.0207,3.0667,0.6229,0,0.93055,0.325,14.3,0.76,54.8,81.35,37.6875,1.489,3.296,4,0,0,1,0,0,0,0
오징어채소죽,143.09,25.4023,2.2753,0.3345,0,0.78715,0.545,8.26,0.5,24.07,63.68,25.36833333,1.05,0.603,0,0,0,0,0,0,0,0
오징어청경채볶음,70.73,2.0584,4.3885,0.6887,0,1.284401,0.783,37.66,0.3298,199.14,90.67,58.3025,5.2609,1.5075,4,0,0,1,0,0,0,0
오징엇국,40.41,4.035,0.414,0.1069,0,1.289412,1.207,19.98,0.2059,55.05,90.35,46.69083333,5.951,1.5075,3,0,1,0,0,0,0,0
옥수수달걀찜,56.55,4.3905,2.3205,0.7845,0,1.166175,0.195,15.9,0.5925,70.2,66.75,40.975,0.7125,6.27,4,0,0,1,0,0,0,0
옥수수맛살전,77.15,8.3717,2.8577,0.5649,0,0.833475,0.195,60,0.4325,242,78.3,13.775,0.7125,2.09,4,0,0,1,0,0,0,0
옥수수버터구이,54.33,6.7893,2.6802,1.4745,0,0.186831,0.39,1.08,0.1059,62.1,19.47,16.0675,1.425,0,5,0,0,0,1,0,0,0
옥수수스프,83.37,10.2412,3.4753,2.06,0,0.854586,0.305,61.27,0.3021,18.65,62.48,38.42833333,0.9915,0,0,0,0,0,0,0,0,0
옥수수양파죽,145.49,27.7948,2.2378,0.2945,0,0.646375,0.255,7.31,0.675,3.27,45.23,0.576666667,0.882,0,0,0,0,0,0,0,0,0
옥수수죽,125.2,27.15,0.24,0,0,0.3595,0,3.75,0.745,1.75,48.8,0.483333333,0,0,0,0,0,0,0,0,0,0
옥수수채소전,63.95,7.5122,2.9077,0.5809,0,0.25925,1.065,11.15,0.3635,57.05,44,64.05,15.8965,2.09,5,0,0,0,1,0,0,0
옥수수채소튀김,82.6,10.6774,4.1174,0.6133,0,0.100875,1.165,7.2,0.178,34.7,25.05,46.56666667,2.9645,0,5,0,0,0,1,0,0,0
옥수수치즈스프,113.17,10.8582,5.6053,3.506,0,1.042186,0.305,123.87,0.3111,111.45,148.18,46.395,0.9985,0,0,0,0,0,0,0,0,0
옥수수치즈전,119.35,15.6872,4.5317,1.8064,0,0.73095,0.785,64.45,0.2205,195.85,121.5,8.55,2.3905,0,5,0,0,0,1,0,0,0
옥수수크림스프,124.32,14.8102,5.1973,3.1455,0,3.237711,0.39,119.57,0.4471,36.85,112.38,66.15333333,1.6805,0,0,0,0,0,0,0,0,0
옥수수타락죽,155.6,29.555,1.9,1.085,0,1.395,0,60.7,0.635,20.5,81.2,28.03333333,0.395,0,0,0,0,0,0,0,0,0
온도토리묵국,75.09,13.705,0.574,0.0995,0,0.454705,0.975,132.85,1.3115,194.88,140.63,84.36916667,7.3445,0.064,3,0,1,0,0,0,0,0
온두부/양념장,59.62,1.9184,3.8466,0.5738,0,1.543552,1.198,28.4,0.7366,96.38,68.94,1.483333333,0.2738,0,4,0,0,1,0,0,0,0
온메밀국수,178.9,25.9105,2.9105,0.9785,0,2.552075,2.12,140.5,2.0735,385.2,211.25,69.525,2.5205,6.334,2,1,0,0,0,0,0,0
완두콩밥,190.62,41.3108,0.2352,0.0128,0,1.650688,0.68,6.38,0.8164,4,57.42,2.72,0.952,0,1,1,0,0,0,0,0,0
완두콩짜장밥,213.67,32.9786,5.424,1.2374,0,1.603638,2.595,19.93,0.8194,837.1,92.62,49.595,4.406,0.123,2,1,0,0,0,0,0,0
완자조림,126.3,9.6563,5.9466,1.1875,0,1.323493,1.906,27.89,0.9165,167.92,115.52,33.9075,37.4834,2.13,4,0,0,1,0,0,0,0
왕만굿국,252.815,26.0981,6.79585,1.64165,0,5.262462,2.487,155.775,2.25665,155.04,291.185,35.30875,1.635,5.339,3,0,1,0,0,0,0,0
요거트과일범벅,115.09,16.9313,4.9091,1.2195,0,0.417661,1.435,42.59,0.2308,67.39,51.86,15.90666667,2.0561,0,5,0,0,0,1,0,0,0
요거트과일샐러드,115.09,16.9313,4.9091,1.2195,0,0.417661,1.435,42.59,0.2308,67.39,51.86,15.90666667,2.0561,0,5,0,0,0,1,0,0,0
요구르트,39,9.138,0.012,0.012,0,0.4644,0.36,27,0.012,10.2,19.8,0,0.276,0,8,0,0,0,0,0,0,1
우거지국,63.61,2.226,3.978,1.1714,0,0.922862,1.232,38.83,1.0174,261.75,48.1,24.06166667,0.257,0,3,0,1,0,0,0,0,0
우거지된장국,63.61,2.226,3.978,1.1714,0,0.922862,1.232,38.83,1.0174,261.75,48.1,24.06166667,0.257,0,3,0,1,0,0,0,0,0
우거지맑은국,61.91,2.303,3.793,1.1714,0,0.917987,1.272,36.03,0.7489,251.35,48.25,24.06166667,0.257,0,3,0,1,0,0,0,0,0
우동,391.34,52.1267,11.9525,0.601,0,8.308435,2.379,178.9,2.0079,731.34,200.25,6.5625,0,0,1,1,0,0,0,0,0,0
우동면국,206.79,32.2172,4.564,0.346,0,2.696335,1.574,75.85,0.8189,447.49,89.9,2.625,0,0,3,0,1,0,0,0,0,0
우엉볶음,56.43,4.2557,3.9985,0.5914,0,0.11756,1.184,12.76,0.2679,146.31,27.18,23.01,0.567,0,5,0,0,0,1,0,0,0
우엉불고기,136.27,6.16,9.9393,3.5556,0,1.572712,1.917,19.68,1.1015,164.76,85.28,54.5025,1.6525,0,4,0,0,1,0,0,0,0
우엉쇠고기볶음,126.98,3.1042,10.5635,3.2959,0,1.020535,0.519,8.56,0.7639,160.96,54.33,6.518333333,4.4525,0,4,0,0,1,0,0,0,0
우엉어묵조림,88.91,8.5808,4.3371,0.6874,0,1.06631,0.659,21.23,0.3184,354.1,49.59,7.8925,0.355,0,4,0,0,1,0,0,0,0
우엉잡채,95.93,16.5579,3.0156,0.4509,0,0.05126,1.211,24.13,0.8816,100.22,21.74,45.9925,0.96,0,5,0,0,0,1,0,0,0
우엉조랭이떡조림,74.21,10.4583,3.0486,0.4664,0,0.15281,0.904,10.33,0.2174,183.85,25.14,0.0175,0.3855,0,5,0,0,0,1,0,0,0
우엉조림,43.33,3.4034,2.9941,0.4429,0,0.10806,0.936,10.13,0.2101,97.02,21.29,0.009166667,0.122,0,5,0,0,0,1,0,0,0
우엉주먹밥,200.29,37.7487,3.1145,0.4483,0,3.093688,1.352,15,0.6518,149.69,51.25,39.04916667,1.2321,0,2,1,0,0,0,0,0,0
우엉죽,115.8,25.379,0.126,0.002,0,0.6021,0.46,6.7,0.47,3,34.8,0.1,0.061,0,0,0,0,0,0,0,0,0
우엉채곤약조림,41.08,3.2509,2.9931,0.4439,0,0.067185,1.186,21.23,0.1921,97.12,17.54,0.009166667,0.1115,0,5,0,0,0,1,0,0,0
우엉채어묵조림,73.28,6.7769,3.8891,0.6059,0,0.519985,0.766,17.63,0.2781,236.52,39.74,5.259166667,0.0915,0,4,0,0,1,0,0,0,0
우엉채조림,87.69,6.9722,5.9882,0.8858,0,0.220695,1.88,20.51,0.4365,241.87,44.03,0.018333333,0.244,0,5,0,0,0,1,0,0,0
우유,130,11.06,6.64,4.34,0,12.32,0,226,0.1,72,168,110,1.58,0,8,0,0,0,0,0,0,1
우유달걀찜,80.1,3.9585,4.2395,1.981,0,2.2939,0,74.7,0.655,63.85,108.85,75.1,0.395,7.315,4,0,0,1,0,0,0,0
우유크림스프,103.02,10.4002,5.0173,3.1455,0,3.127461,0.39,116.42,0.1171,36.7,92.73,65.50333333,1.6805,0,0,0,0,0,0,0,0,0
웨지감자,83.78,7.6141,5.4605,1.8951,0,0.503031,1.35,4.98,0.2909,0.8,17.07,15.7175,5.255,0,5,0,0,0,1,0,0,0
유부대파국,47.6,1.158,3.23,0.043,0,0.253636,0.152,76.54,0.7976,46.5,70.02,0.528333333,1.539,0.0256,3,0,1,0,0,0,0,0
유부된장국,55.5,2.238,3.403,0.0385,0,0.277561,0.287,78.04,1.1016,295.3,73.77,0.486666667,0.953,0.0256,3,0,1,0,0,0,0,0
유부맑은국,55.5,2.238,3.403,0.0385,0,0.277561,0.287,78.04,1.1016,295.3,73.77,0.486666667,0.953,0.0256,3,0,1,0,0,0,0,0
유부맛살숙주무침,88.54,7.7292,4.1286,0.1512,0,0.909093,0.271,87.02,0.7457,296.16,85.41,0.071666667,1.086,0,5,0,0,0,1,0,0,0
유부배춧국,58.5,2.913,3.403,0.0385,0,0.346311,0.287,85.29,1.2266,299.05,78.27,0.590833333,3.453,0.0256,3,0,1,0,0,0,0,0
유부불고기덮밥,326.64,44.0165,11.6443,2.6291,0,4.866385,1.744,66.1,2.3194,179.24,118.75,137.8333333,22.2115,0,2,1,0,0,0,0,0,0
유부새우젓국,90.14,2.756,6.401,0.0024,0,0.868362,0.202,80.03,1.5464,253.25,69.12,0.478333333,0.659,0,3,0,1,0,0,0,0,0
유부실파국,50.62,1.158,3.2845,0.0608,0,0.283291,0.152,97.42,0.9202,68.3,87.28,0.528333333,1.539,0.0384,3,0,1,0,0,0,0,0
유부쑥갓맑은국,57.75,2.5905,3.4285,0.0445,0,0.320986,0.647,91.69,1.2201,317.05,79.17,31.38666667,2.513,0.0256,3,0,1,0,0,0,0,0
유부양팟국,55.5,2.238,3.403,0.0385,0,0.277561,0.287,78.04,1.1016,295.3,73.77,0.486666667,0.953,0.0256,3,0,1,0,0,0,0,0
유부우동,210.13,28.5668,5.7295,0.2918,0,2.597651,1.498,163.27,1.4618,422.61,158.43,0.528333333,1.539,0.0384,2,1,0,0,0,0,0,0
유부장국,50.58,1.1468,3.2843,0.0602,0,0.283271,0.142,98.38,0.9568,68.3,87.54,1.531666667,1.7418,0.0384,3,0,1,0,0,0,0,0
유부초밥,296.34,32.852,13.2333,2.0681,0,3.63736,0.574,68.9,1.7329,160.89,112.9,50.39166667,2.135,0,2,1,0,0,0,0,0,0
유부팽이국,49.1,1.953,3.254,0.0445,0,0.284236,0.632,74.34,0.8941,46.2,78.77,0.495,0.805,0.0256,3,0,1,0,0,0,0,0
유자고구마맛탕,123.41,19.0583,5.0043,0.7488,0,0.124975,0.945,6.22,0.1864,3.23,17.4,0.954166667,5.492,0,5,0,0,0,1,0,0,0
유자차,144,36.1,0.02,0,0,0.06,3.2,14,0.02,12,4,0,109.62,0,7,0,0,0,0,0,1,0
유자청잔멸치볶음,55.175,3.3803,2.85135,0.46965,0,0.279726,0.016,51.165,0.13915,308.17,68.925,0.025416667,3,1.3776,5,0,0,0,1,0,0,0
유채나물,30.16,2.0436,2.0878,0.3094,0,0.332872,1.008,60.64,0.489,99.88,25.28,69.83,13.361,0,5,0,0,0,1,0,0,0
유채된장국,22.65,2.46,0.39,0.052,0,0.380686,0.992,105.09,1.0166,297.05,62.02,69.81166667,13.361,0.0256,3,0,1,0,0,0,0,0
유채된장무침,30.84,2.0128,2.1618,0.3094,0,0.333652,0.992,61.76,0.5964,104.04,25.22,69.83,13.361,0,5,0,0,0,1,0,0,0
육개장,119.91,3.0502,8.2777,2.2858,0,1.779812,0.932,23.88,1.0484,41.7,103.2,32.07833333,3.3145,4.18,3,0,1,0,0,0,0,0
으깬두부된장국,55.49,6.88,1.254,0.1896,0,0.597474,1.9,66.41,1.1052,294.15,92.82,4.533333333,3.9,0.0256,3,0,1,0,0,0,0,0
으깬두부채소전,108.8,6.3482,4.8077,1.0089,0,1.917025,1.4,29,0.8725,25.1,118.55,60.175,0.6565,2.13,4,0,0,1,0,0,0,0
일미무침,41.66,2.2874,2.2496,0.311,0,0.222772,0.437,4.5,0.4539,171.39,32.55,9.066666667,0,0,5,0,0,0,1,0,0,0
임연수구이,70.8,0.1882,4.4712,0.2924,0,2.401,0,4.55,2.765,0,80.85,8.05,0,0,4,0,0,1,0,0,0,0
임연수데리야끼조림,72.17,2.0556,4.1474,0.3014,0,1.804749,0.325,12.09,2.5284,116.81,86.6,7.463333333,2.127,0,4,0,0,1,0,0,0,0
임연수살구이,70.8,0.1882,4.4712,0.2924,0,2.401,0,4.55,2.765,0,80.85,8.05,0,0,4,0,0,1,0,0,0,0
임연수유자소스조림,73.34,4.945,2.8958,0.5264,0,1.852097,0.346,10.54,0.2113,157.76,80.58,0.584166667,5.127,0,4,0,0,1,0,0,0,0
임연수조림,80.33,4.0842,4.147,0.3016,0,1.807647,0.346,12.17,2.5289,145.33,86.33,7.463333333,2.127,0,4,0,0,1,0,0,0,0
임연수카레구이,81.48,1.9372,4.9092,0.2924,0,2.41036,0,6.5,2.918,0,84.81,8.5175,0,0,4,0,0,1,0,0,0,0
자두샐러드,45.18,5.7464,2.499,0.3606,0,0.145509,1.14,13.2,0.2975,15.76,22,7.9625,34.7865,0,5,0,0,0,1,0,0,0
잔멸치견과볶음,51.305,0.9664,3.35705,0.43805,0,0.299572,0.451,61.355,0.25695,307.6,84.365,0.047083333,0,1.3776,4,0,0,1,0,0,0,0
잔멸치김밥,198.08,35.2192,2.464,0.397,0,3.585976,0.016,53.06,0.5604,310.81,94.31,0.018333333,0,1.3776,2,1,0,0,0,0,0,0
잔멸치볶음,26.495,1.3369,1.58285,0.24545,0,0.075736,0.064,14.615,0.15735,435.64,28.415,0.004583333,0,0.3444,5,0,0,0,1,0,0,0
잔멸치아몬드볶음,105.82,1.5677,7.375,0.9376,0,0.591971,0.668,114.1,0.4458,615.11,163.69,0.116666667,0,2.7552,4,0,0,1,0,0,0,0
잔멸치주먹밥,198.08,35.2192,2.464,0.397,0,3.585976,0.016,53.06,0.5604,310.81,94.31,0.018333333,0,1.3776,2,1,0,0,0,0,0,0
잔치국수,205.9,31.4285,3.0575,1.0185,0,5.625375,2.39,139.8,1.6195,247.9,187.95,69.525,2.2875,6.334,2,1,0,0,0,0,0,0
잔파느타리버섯강회,13.83,3.8374,0.0731,0.0205,0,0.261911,1.322,7.77,0.5011,59.16,37.96,12.3675,1.558,0,5,0,0,0,1,0,0,0
잡곡밥,259.85,50.552,2.0255,0.244,0,1.533,2.335,24.35,1.6685,4.35,142.45,0.95,0.672,0,1,1,0,0,0,0,0,0
잡곡밥(기장),228.45,49.693,0.372,0,0,2.00768,0,5.05,0.939,4.88,65.93,0.183333333,0,0,1,1,0,0,0,0,0,0
잡곡밥(수수),202.68,44.502,0.272,0,0,1.63492,0,4.16,0.794,4.84,55.74,0.441666667,0,0,1,1,0,0,0,0,0,0
잡곡밥(율무),204.12,43.98,0.392,0,0,1.65544,0,4.1,0.872,4.24,60.9,0.166666667,0,0,1,1,0,0,0,0,0,0
잡곡밥(차조),204.5,44.2584,0.4154,0.03,0,1.132488,0.306,4.04,0.9674,3.56,70.36,0.238333333,0,0,1,1,0,0,0,0,0,0
잡곡밥(찹쌀),201.75,44.085,0.22,0,0,1.1905,0,3.4,0.85,3.65,57.45,0.133333333,0,0,1,1,0,0,0,0,0,0
잡곡밥(현미),182.3,39.74,0.39,0,0,1.094,0,3.6,0.85,3.5,58.1,0.133333333,0,0,1,1,0,0,0,0,0,0
잡곡밥(흑미),221.91,48.489,0.358,0,0,1.9612,0,4.33,0.913,4.58,61.83,0.183333333,0,0,1,1,0,0,0,0,0,0
잡채,164.24,18.2679,7.7432,1.2759,0,1.177835,1.689,31.6,1.7159,168.59,89.95,94.57916667,13.665,0.04,4,0,0,1,0,0,0,0
잣죽,141.85,25.3435,2.9405,0.173,0,0.348025,0,2.55,0.8305,1.65,58.95,0.125,0,0,0,0,0,0,0,0,0,0
장국죽,67.44,2.7873,4.7993,1.164,0,0.452875,0.705,5.96,0.4265,10.12,36.43,25.94333333,2.085,0,0,0,0,0,0,0,0,0
재첩국,30.1,2.15,0.6,0,0,1.143,0,57.1,6.64,117.3,66.2,1.85,1.1,0,3,0,1,0,0,0,0,0
전복죽,140.74,24.6178,2.2168,0.293,0,0.9135,0,10.31,0.785,2.72,49.23,0.118333333,0.3,0,0,0,0,0,0,0,0,0
제육깻잎볶음,72.81,1.7439,4.8492,1.2111,0,1.276844,0.781,27.88,0.3493,13.78,57.19,75.18333333,1.2374,0.205,4,0,0,1,0,0,0,0
제육불고기,158.69,4.1306,13.7454,4.7807,0,1.295958,1.213,17.1,0.3061,93.7,62.12,55.5225,5.3345,0.201,4,0,0,1,0,0,0,0
제육숙주불고기,157.99,3.8066,13.7474,4.7837,0,1.314758,1.283,15.2,0.3231,93.7,64.02,55.4975,4.8265,0.201,4,0,0,1,0,0,0,0
제육짜장볶음,82.19,5.5562,3.2672,0.6075,0,1.676502,1.233,19.92,0.6876,337.55,93,51.83416667,7.1895,0.05,4,0,0,1,0,0,0,0
조갯살맑은국,21.71,1.668,0.271,0.0074,0,0.757162,0.152,45.33,3.0274,1.2,41.25,0.528333333,2.289,0,3,0,1,0,0,0,0,0
조갯살부추국,22.81,1.873,0.286,0.0074,0,0.761662,0.152,46.73,3.1974,1.35,42.4,0.890833333,2.539,0,3,0,1,0,0,0,0,0
조갯살순두부맑은국,38.51,1.944,0.811,0.0834,0,1.853162,0.272,51.33,3.3074,2.8,68.85,0.528333333,2.289,0,3,0,1,0,0,0,0,0
조갯살시래기국,53,3.468,2.5417,0.2461,0,0.535986,1.627,99.54,1.6592,383.59,74.74,52.73083333,1.472,0.0256,3,0,1,0,0,0,0,0
조갯살아욱국,40.3,2.818,0.6695,0.103,0,0.562475,0.9,186,2.862,365.95,128.55,65,8.692,0.064,3,0,1,0,0,0,0,0
조갯살연두부장국,59.68,3.998,1.6655,0.0608,0,1.492531,0.152,125.6,4.0852,218.33,128.09,0.528333333,2.289,0.0384,3,0,1,0,0,0,0,0
조갯살죽,138.19,24.3928,2.2618,0.293,0,0.83925,0,27.11,2.21,2.72,48.03,0.118333333,0.45,0,0,0,0,0,0,0,0,0
조기구이,59.6,0.0132,3.4002,0.6809,0,2.32995,0,6.65,0.1505,17.85,55.3,0,0,2.947,4,0,0,1,0,0,0,0
조랭이떡국,259.89,35.6468,8.2298,2.3264,0,3.685642,0.522,27.94,1.1794,235.9,124.71,55.8325,1.827,6.27,2,1,0,0,0,0,0,0
조랭이미역국,125.46,13.5123,5.9472,1.5087,0,0.993354,1.243,37.63,0.637,302.62,54.23,17.88083333,0.186,0,3,0,1,0,0,0,0,0
주꾸미떡볶음,143.1,17.1088,4.5896,0.668,0,4.168067,1.67,22.96,1.1587,261.79,109.98,64.79916667,1.2905,0,4,0,0,1,0,0,0,0
주꾸미볶음,89.85,4.9088,4.4971,0.628,0,3.936192,1.495,20.46,1.1237,196.54,100.98,64.79916667,1.2905,0,4,0,0,1,0,0,0,0
주꾸미부추볶음밥,214.3,36.9293,3.3223,0.4446,0,4.6875,0.405,16.85,1.495,5.05,79.05,25.24166667,1.6665,0,2,1,0,0,0,0,0,0
주꾸미채소볶음,79.37,2.6612,4.3015,0.592,0,3.929412,0.637,18.38,1.0065,146.56,92.88,46.7025,1.2905,0,4,0,0,1,0,0,0,0
쥐포무침,57.135,3.343,3.1758,0.4408,0,0.2712715,0.042,11.565,0.44845,228.73,23.995,1.474583333,0,0,5,0,0,0,1,0,0,0
진미채무말랭이무침,81.68,10.0972,2.3868,0.3356,0,0.440644,3.048,34.88,1.0654,243.3,68.42,13.86833333,5.1842,0,5,0,0,0,1,0,0,0
진미채무침,26.21,0.9934,1.1559,0.1465,0,0.22016,0,2.75,0.3615,98.4,25.95,0.009166667,0,0,5,0,0,0,1,0,0,0
짜장덮밥,370.75,57.9315,9.16,2.075,0,6.307875,3.445,27.7,1.2365,850.45,140.2,117.0666667,8.11,0.246,2,1,0,0,0,0,0,0
짜장떡볶이,102.13,11.8761,4.8152,1.4514,0,0.281562,0.862,7.94,0.3733,211.36,33.18,25.6,1.87,0,4,0,0,1,0,0,0,0
짜장면,355.05,52.9215,9.485,2.2,0,4.490375,4.295,33,1.0015,1010.65,139.9,117.0666667,8.235,0.246,2,1,0,0,0,0,0,0
짜장참치볶음밥,298.15,40.7248,6.2153,0.5616,0,9.7203,0.42,44.65,4.139,525,113.95,0,0,0,2,1,0,0,0,0,0,0
쪽파김가루무침,29.21,2.0134,2.1316,0.2938,0,0.170582,0.038,14.2,1.2466,99.46,19.67,15.81083333,3.3438,0,5,0,0,0,1,0,0,0
쪽파무챗국,39.52,1.3032,3.1405,0.2762,0,0.102456,0.243,54.22,0.5491,46.06,53.89,2.461666667,2.9797,0.0256,3,0,1,0,0,0,0,0
쪽파쇠고기볶음,117.83,0.9362,10.567,3.2969,0,1.00116,0.134,11.56,0.9089,157.81,47.38,13.84333333,1.569,0,4,0,0,1,0,0,0,0
쫄면채소무침,87.61,14.7912,2.2564,0.352,0,0.254791,0.992,16.28,0.3456,318.86,34.62,40.83,5.39,0,5,0,0,0,1,0,0,0
찐감자,36.85,8.294,0.022,0.0165,0,0.608025,1.485,4.95,0.319,0.55,18.15,0,5.7805,0,5,0,0,0,1,0,0,0
찐고구마,53.9,13.0165,0.0385,0.0175,0,0.123725,0.945,5.25,0.1575,2.45,17.15,0.933333333,2.492,0,5,0,0,0,1,0,0,0
찐단호박,17.1,4.089,0.195,0.036,0,0.1071,1.5,3.6,0.108,0,11.1,91.75,3.639,0,5,0,0,0,1,0,0,0
찐달걀,74.8,1.8755,4.0535,1.408,0,3.7631,0,28.6,0.99,72.05,105.05,74.8,0,11.495,5,0,0,0,1,0,0,0
찐당근스틱,6.2,1.406,0.026,0.006,0,0.0408,0.62,4.8,0.056,4.6,8.4,91.93333333,0.604,0,5,0,0,0,1,0,0,0
찐만두,245.05,26.7515,6.1395,1.719,0,6.330825,2.535,59.25,1.912,65.45,232.95,56.3875,1.7415,8.41,4,0,0,1,0,0,0,0
찐옥수수,78.1,16.17,0.66,0,0,1.48225,0,11.55,1.21,0.55,72.05,2.383333333,0,0,5,0,0,0,1,0,0,0
찜닭,84.62,4.8254,4.2009,0.1555,0,1.809675,1.01,10.68,0.514,262.01,72.44,61.00083333,2.7605,0,4,0,0,1,0,0,0,0
차돌된장국,73.14,6.13,3.1165,0.9136,0,0.630724,1.32,54.36,1.0852,302.2,85.67,6.333333333,4.0395,0.0256,3,0,1,0,0,0,0,0
차돌박이된장찌개,73.14,6.13,3.1165,0.9136,0,0.630724,1.32,54.36,1.0852,302.2,85.67,6.333333333,4.0395,0.0256,3,0,1,0,0,0,0,0
차돌버섯찌개,78.68,7.7194,3.2255,0.9462,0,0.63048,2.444,54.42,1.1275,202.79,99.02,18.605,4.071,0.0256,3,0,1,0,0,0,0,0
차돌볶음,70.92,2.0304,4.659,1.4466,0,1.232691,0.34,4.21,0.5318,152.79,47.83,3.113333333,1.6805,0,4,0,0,1,0,0,0,0
차돌순두부백탕,107.89,3.166,5.2095,1.3866,0,7.672574,1.195,64.66,1.4217,61.35,150.07,51.76666667,1.8365,0.0256,3,0,1,0,0,0,0,0
