name,Energy,Carbohydrate,Fat,Saturated Fatty acid,Trans fatty acid,Protein,Total Dietary Fiber,Calcium,Iron,Sodium,Phosphorus,Vitamin A,Total Ascorbic Acid,Vitamin D (Ergocalciferol + Cholecalciferol),group,rice_group,soup_group,main_group,sub_group,kimch_group,snack_group,dairy_group
(잔)멸치조림,33.875,0.3637,1.85825,0.32345,0,0.278476,0.016,50.315,0.11415,307.42,68.675,0.004583333,0,1.3776,5,0,0,0,1,0,0,0
empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,1
가래떡구이,63.9,14.64,0.111,0.048,0,0.3339,0.21,3,0.042,78.3,10.8,0,0,0,5,0,0,0,1,0,0,0
가래떡김치전,75.7,11.6232,2.4692,0.4549,0,0.22305,0.465,16.9,0.272,95,27.4,33.3125,1.789,1.045,5,0,0,0,1,0,0,0
가자미구이,69.9,0.1332,3.4662,0.2924,0,3.536,0,16,0.28,92,78.4,3.2,0.8,0,4,0,0,1,0,0,0,0
가자미미역국,55.06,1.3873,3.0617,0.3167,0,1.399529,1.068,44.13,0.393,283.87,61.63,17.48083333,0.5,0,3,0,1,0,0,0,0,0
가자미양념찜,64.17,3.2216,2.2967,0.1834,0,2.045458,1.021,22.05,0.5058,309.92,83.49,16.22083333,2.6358,0,4,0,0,1,0,0,0,0
가자미유자청구이,82.05,3.1432,3.4662,0.2924,0,3.53725,0,16.85,0.305,92.75,78.65,3.220833333,3.8,0,4,0,0,1,0,0,0,0
가자미조림,57.79,2.0092,2.1287,0.1538,0,2.040142,0.267,20.47,0.408,309.66,76.65,3.949166667,2.6358,0,4,0,0,1,0,0,0,0
가자미찹쌀구이,77.44,1.7712,3.4742,0.2924,0,3.53896,0,16.08,0.324,92.06,81.42,3.2,0.8,0,4,0,0,1,0,0,0,0
가지깐풍,80.5,8.1279,4.8074,0.8103,0,0.139861,1.208,9.57,0.2278,99.94,29.85,15.46166667,0.3632,1.045,5,0,0,0,1,0,0,0
가지나물,18.09,1.9006,1.0078,0.1574,0,0.142258,0.972,7.25,0.1676,95.82,16.57,2.258333333,0.1369,0,5,0,0,0,1,0,0,0
가지두부죽,140.85,25.629,1.5135,0.2145,0,1.467225,1.275,23.7,0.891,2.7,78.75,0.75,0,0,0,0,0,0,0,0,0,0
가지채소볶음밥,204.7,39.0368,3.1308,0.4571,0,3.469125,1.765,14.5,0.599,6.05,50.1,51.58333333,2.1,0,2,1,0,0,0,0,0,0
간장닭갈비,90.84,4.1793,5.1943,0.3015,0,1.781825,0.905,13.21,0.5055,261.62,71.83,38.12666667,3.746,0,4,0,0,1,0,0,0,0
간장돼지불고기,135.17,2.5334,11.7249,4.477,0,1.24875,0.605,8.13,0.283,258.56,59.39,51.70083333,1.316,0.201,4,0,0,1,0,0,0,0
간장두부조림,69.57,2.0532,4.8355,0.7193,0,1.547608,1.195,27.5,0.7089,144.05,68.97,0.741666667,0.1369,0,4,0,0,1,0,0,0,0
간장떡볶이,165.74,17.8097,8.3851,2.6639,0,1.061615,1.302,11.28,0.7567,282.73,70.24,29.37166667,1.465,0,4,0,0,1,0,0,0,0
간장마파두부,118.86,6.264,8.0321,1.8902,0,1.103388,1.59,26.83,1.0042,247.03,90.94,5.439166667,2.9975,0,4,0,0,1,0,0,0,0
갈비탕,96.47,5.2053,4.065,1.3679,0,1.747897,0.133,12.83,1.358,131.41,84.65,15.76166667,0.287,2.09,3,0,1,0,0,0,0,0
갈은북엇국,53.66,1.436,2.3322,0.161,0,0.652412,0.322,32.38,0.45,51.34,72.32,0.643333333,2.127,0,3,0,1,0,0,0,0,0
갈치구이,69.75,0.0482,4.6112,0.2924,0,2.26625,0,16.1,0.35,35,66.85,7,0.35,0,4,0,0,1,0,0,0,0
갈치조림,71.51,1.8664,4.2593,0.2985,0,1.703315,0.292,20.61,0.4472,222.84,73.33,6.085,1.989,0,4,0,0,1,0,0,0,0
감자그라탕,145.78,14.5638,7.0547,4.5065,0,1.443781,1.485,144.93,0.3609,154.45,183.52,49.6675,5.59,0,5,0,0,0,1,0,0,0
감자다시마국,41.2,8.056,0.152,0.052,0,0.537936,1.382,57.04,0.7916,51.6,53.92,6.911666667,6.726,0.0256,3,0,1,0,0,0,0,0
감자된장국,43.7,7.726,0.324,0.0525,0,0.386861,1.417,52.14,0.8766,293.7,60.57,2.72,4.88,0.0256,3,0,1,0,0,0,0,0
감자된장죽,142.17,28.824,0.4065,0.0624,0,0.820269,0.81,69.87,1.1418,217.83,92.04,0.1,3.153,0.0384,0,0,0,0,0,0,0,0
감자밥,173.95,38.381,0.168,0.021,0,1.7689,1.89,8.75,0.861,3.5,53.55,0.116666667,7.357,0,1,1,0,0,0,0,0,0
감자버터구이,56.33,7.5943,2.4812,1.4565,0,0.503031,1.35,4.98,0.2909,0.8,17.07,15.7175,5.255,0,5,0,0,0,1,0,0,0
감자부추국,30.3,4.606,0.337,0.0435,0,0.152961,0.657,51.64,1.0776,293.8,52.47,1.195,2.967,0.0256,3,0,1,0,0,0,0,0
감자부추전,88.8,15.3677,2.1162,0.3279,0,1.0538,2.18,12.55,0.9665,2.35,32.95,24.07083333,8.2665,0,5,0,0,0,1,0,0,0
감자샐러드,80.95,10.53,3.8225,0.5985,0,0.763775,2.035,11.5,0.4335,26.45,32.85,47.45833333,8.2955,0,5,0,0,0,1,0,0,0
감자수제비,167.91,29.4415,0.95,0.1829,0,1.505837,2.147,145.68,3.1794,360.5,158.75,27.96166667,4.035,0.064,2,1,0,0,0,0,0,0
감자양파국,46.76,3.78,0.56,0.1864,0,0.683712,0.742,212.58,1.3784,218.5,182.5,0.478333333,2.761,0.128,3,0,1,0,0,0,0,0
감자조림,65.08,10.3457,2.0401,0.3148,0,0.562157,2.124,13.65,0.5152,196.04,35.49,70.45833333,6.8638,0,5,0,0,0,1,0,0,0
감자찹쌀죽,131.1,28.734,0.132,0.009,0,0.4914,0.81,4.35,0.699,1.95,45.6,0.05,3.153,0,0,0,0,0,0,0,0,0
감자채국,28.1,4.196,0.307,0.0435,0,0.134961,0.657,48.84,0.7376,293.5,50.17,0.47,2.467,0.0256,3,0,1,0,0,0,0,0
감자채맑은국,26.4,4.273,0.122,0.0435,0,0.130086,0.697,46.04,0.4691,283.1,50.32,0.47,2.467,0.0256,3,0,1,0,0,0,0,0
감자채볶음,47.35,6.6447,2.0127,0.3059,0,0.27015,1.355,6.6,0.247,1.95,17.7,23.00833333,4.7115,0,5,0,0,0,1,0,0,0
감자채소볶음,59.55,9.5077,2.0377,0.3149,0,0.41855,2.425,13,0.414,4.65,29.9,72.28333333,10.137,0,5,0,0,0,1,0,0,0
감자채소조림,65.08,10.3457,2.0401,0.3148,0,0.562157,2.124,13.65,0.5152,196.04,35.49,70.45833333,6.8638,0,5,0,0,0,1,0,0,0
감자채피망볶음,49.3,7.1147,2.0167,0.3084,0,0.278525,1.675,7.95,0.312,1.95,20.1,25.475,7.6455,0,5,0,0,0,1,0,0,0
감자치즈전,113.75,15.0182,4.1947,1.7724,0,1.19835,2.025,69.75,0.4515,93.55,113.1,7.966666667,7.3725,0,5,0,0,0,1,0,0,0
감자치즈죽,158.8,28.991,2.262,1.455,0,0.9445,0.81,67.4,0.573,95.5,121.7,8.066666667,3.16,0,0,0,0,0,0,0,0,0
감자튀김,79.25,7.573,4.9855,0.746,0,0.5025,1.35,4.5,0.29,0.5,16.5,0,5.255,0,5,0,0,0,1,0,0,0
감자햄볶음,66.55,7.4847,2.6427,0.3059,0,0.63015,1.355,7.5,0.382,151.95,65.7,23.00833333,11.7615,0,4,0,0,1,0,0,0,0
감잣국,53.61,4.53,0.745,0.1864,0,0.711462,0.742,216.63,1.7284,468.05,189.6,0.478333333,2.761,0.128,3,0,1,0,0,0,0,0
갓 김치,9.25,1.7675,0.1,0.02,0,0.20375,0.75,25.75,0.2075,180,12.25,25.27083333,0.4125,0,6,0,0,0,0,1,0,0
강낭콩조림,28.42,3.5728,1.0805,0.16835,0,0.09166,1.426,5.615,0.35235,95.74,31.495,0.44625,0.212,0,5,0,0,0,1,0,0,0
강된장,57.86,7.159,1.4,0.187,0,0.625876,1.542,67.22,1.3786,444.33,95.38,2.728333333,3.072,0.0256,3,0,1,0,0,0,0,0
건새우감자국,43.88,5.857,1.134,0.0074,0,0.223522,0.719,116.02,3.3524,318.42,44.61,3.67,2.173,0,3,0,1,0,0,0,0,0
건새우근대국,34.08,3.497,1.166,0.0114,0,0.214322,0.719,124.02,3.3424,352.82,44.81,54.43666667,1.031,0,3,0,1,0,0,0,0,0
건새우된장국,45.03,3.4035,1.8205,0.1064,0,0.359572,0.614,123.82,3.4674,318.37,61.71,3.67,0.071,0,3,0,1,0,0,0,0,0
건새우두부조림,119.76,6.5222,7.1944,0.8718,0,1.787128,1.481,186.41,4.894,242.33,115.84,6.799166667,0.4141,0,4,0,0,1,0,0,0,0
건새우맑은국,53.28,2.6535,1.908,0.1954,0,0.480097,0.614,224.17,3.7304,177.82,140.91,3.67,0.071,0.064,3,0,1,0,0,0,0,0
건새우뭇국,33.48,3.513,1.144,0.0074,0,0.168322,0.299,118.82,3.2724,319.42,45.41,3.736666667,1.539,0,3,0,1,0,0,0,0,0
건새우부춧국,33.78,3.456,1.171,0.0014,0,0.183622,0.179,118.42,3.7464,318.67,41.46,4.7575,0.821,0,3,0,1,0,0,0,0,0
건새우아몬드조림,54.09,3.0547,3.5639,0.2608,0,0.171771,0.611,136.65,3.4391,126.49,51.78,3.709166667,0,0,5,0,0,0,1,0,0,0
건새우아욱국,37.88,4.369,1.188,0.0154,0,0.266322,1.079,167.62,3.3504,325.62,53.21,68.67,8.313,0,3,0,1,0,0,0,0,0
건새우애호박볶음,42.55,3.2372,2.6877,0.3029,0,0.189575,0.875,83.6,2.1305,49.05,34.95,10.16666667,1.0885,0,5,0,0,0,1,0,0,0
건새우우엉주먹밥,216.84,39.1737,3.7845,0.4483,0,3.152188,1.457,93.35,2.7018,198.74,72.9,41.34083333,1.2321,0,2,1,0,0,0,0,0,0
건새우콩나물국,37.68,3.601,1.398,0.0534,0,0.328722,0.499,123.82,3.3704,318.42,55.01,3.77,0.431,0,3,0,1,0,0,0,0,0
건취나물볶음,48.83,4.6766,3.1179,0.4642,0,0.328652,1.726,49.52,2.2159,145.4,28.25,68.61583333,4.7748,0,5,0,0,0,1,0,0,0
건파래볶음,65.53,12.0204,3.1321,0.4389,0,1.49116,0.016,163.93,4.3501,95.82,41.39,0.009166667,2.5,0,5,0,0,0,1,0,0,0
건파래전,30.86,2.0517,2.3787,0.4204,0,0.06918,0,28.68,0.778,6.55,15.55,6.8,0.4,1.045,5,0,0,0,1,0,0,0
검은깨죽,136.35,25.1725,2.326,0.303,0,0.628125,1.12,59.4,0.68,2.4,63.4,0.270833333,0,0,0,0,0,0,0,0,0,0
검정콩두유죽,171.2,28.305,2.786,0.219,0,1.3588,2.08,27.1,1.219,43,107.3,0.6,0.672,0,0,0,0,0,0,0,0,0
검정콩밥,232.69,46.161,1.4888,0.1752,0,2.183552,1.664,19.77,1.2102,4.48,100.09,0.583333333,0.5376,0,1,1,0,0,0,0,0,0
검정콩조림,52.52,3.3798,2.5805,0.36535,0,0.39046,2.096,20.615,0.66035,95.84,68.695,0.504583333,0.672,0,5,0,0,0,1,0,0,0
검정콩호두조림,73.16,3.6174,4.7402,0.54145,0,0.404383,2.297,23.045,0.73505,95.93,79.345,0.569583333,0.672,0,5,0,0,0,1,0,0,0
게맛살죽 ,168.44,30.8038,2.1588,0.297,0,1.5497,0.48,72.26,0.713,242.92,94.68,46.10166667,0.89,0,0,0,0,0,0,0,0,0
게맛살팽이버섯볶음,57.7,7.1012,2.0602,0.2984,0,1.042,0.72,65.8,0.446,238,76.3,0,0,0,5,0,0,0,1,0,0,0
게맛살피망채볶음,58.1,6.6652,2.0242,0.2964,0,0.99,0.54,68.2,0.34,237.8,64.7,3.3,4.304,0,5,0,0,0,1,0,0,0
게살된장우동,204.51,38.0254,1.561,0.3893,0,3.833171,2.03,123.05,1.0075,564.26,124.44,0.511666667,1.172,0.0384,2,1,0,0,0,0,0,0
게살비빔밥,247.05,40.7283,3.4573,0.4866,0,7.5238,1.485,75.4,1.041,127.35,124.1,76.94583333,2.7835,0,2,1,0,0,0,0,0,0
게살숙주볶음,65.71,8.2614,2.0307,0.3007,0,1.066109,0.425,69.13,0.3054,422.92,68.69,0.144166667,1.81,0,5,0,0,0,1,0,0,0
게살스크램블에그,101.3,6.7867,4.5957,1.1884,0,2.4779,0,83.6,0.87,283.45,126.55,47.6,0,7.315,4,0,0,1,0,0,0,0
게살죽 ,153.74,25.2538,2.3088,0.312,0,1.9457,0.48,42.86,0.683,77.32,79.98,46.10166667,0.89,0,0,0,0,0,0,0,0,0
게살채소스프,101.27,6.2922,4.0993,1.761,0,2.515386,0.615,56.67,0.8351,114.15,113.88,97.26166667,0.8985,6.27,0,0,0,0,0,0,0,0
게살치즈죽,183.54,25.8708,4.4388,1.758,0,2.1333,0.48,105.46,0.692,170.12,165.68,54.06833333,0.897,0,0,0,0,0,0,0,0,0
게살파인애플볶음밥,266.55,45.5233,3.4673,0.4891,0,7.543175,1.91,77.4,1.0835,127.6,125.1,76.94583333,4.761,0,1,1,0,0,0,0,0,0
게살피망볶음,59.2,6.9332,2.0262,0.2974,0,1.01025,0.675,68.9,0.365,237.85,65.95,4.125,5.38,0,5,0,0,0,1,0,0,0
겨울나물비빔밥,203.71,38.3192,3.1677,0.4545,0,4.0325,1.35,28.99,0.9075,164.28,47.27,113.3191667,1.715,0,2,1,0,0,0,0,0,0
겨울초된장무침,42.73,2.5958,3.0782,0.4292,0,0.34683,1.408,85.01,0.766,153.95,40.96,69.43666667,13.29,0,5,0,0,0,1,0,0,0
견과두부조림,94.74,2.571,7.2731,0.9127,0,1.562999,1.608,35.76,0.8274,144.23,86.1,0.080833333,0,0,4,0,0,1,0,0,0,0
견과류고구마범벅,135.5,15.0362,6.6245,2.5797,0,0.569309,1.503,108.89,0.412,146.23,173.06,12.955,2.5025,0,5,0,0,0,1,0,0,0
견과우엉채조림,86.98,3.8999,7.378,0.9816,0,0.090444,1.272,18.25,0.4449,149.29,46.74,0.09,0.0915,0,5,0,0,0,1,0,0,0
견과죽,146.97,24.6903,3.7785,0.2907,0,0.611019,0.636,15.57,0.6075,2.67,52.44,0.2075,0,0,0,0,0,0,0,0,0,0
고구마두부죽,176.5,34.2725,1.5365,0.2225,0,1.504925,1.545,25.05,0.9645,4.45,85.75,0.766666667,1.78,0,0,0,0,0,0,0,0,0
고구마맛탕,119,18.0475,5.0045,0.749,0,0.123725,0.945,5.45,0.164,2.5,17.15,0.933333333,2.492,0,5,0,0,0,1,0,0,0
고구마메추리알조림,122.73,10.6045,6.0393,1.5975,0,2.12096,0.699,33.36,1.3204,196.76,125.38,56.285,1.78,0.936,4,0,0,1,0,0,0,0
고구마범벅,106.3,15.8015,3.239,2.189,0,0.5837,1.08,99.9,0.1935,142,148.15,13.01666667,2.8585,0,5,0,0,0,1,0,0,0
고구마베이컨볶음,128.9,20.5685,3.4875,1.193,0,0.868225,1.59,10.25,0.327,135.6,70.15,24.525,15.959,0.116,4,0,0,1,0,0,0,0
고구마샐러드,117.94,20.7198,3.8636,0.603,0,0.177061,1.395,12.04,0.3083,27.79,30.51,1.819166667,2.8641,0,5,0,0,0,1,0,0,0
고구마순나물,28.11,1.8647,1.996,0.3002,0,0.102027,0.816,34.39,0.2454,143.84,10.46,2.6025,0.8688,0,5,0,0,0,1,0,0,0
고구마스틱,30.8,7.438,0.022,0.01,0,0.0404,0.54,3,0.09,1.4,9.8,0.533333333,1.424,0,5,0,0,0,1,0,0,0
고구마스프,107.67,16.5987,3.3828,2.0725,0,0.868711,0.98,62.92,0.1946,20.3,61.63,38.66166667,2.7715,0,0,0,0,0,0,0,0,0
고구마엿장조림,124.15,18.8745,5.0045,0.749,0,0.1466,0.985,6.7,0.2455,241.65,24.4,0.933333333,2.492,0,5,0,0,0,1,0,0,0
고구마우유조림,126.6,20.406,3.364,2.19,0,3.2416,1.08,119,0.23,38.8,103.6,56.06666667,3.638,0,5,0,0,0,1,0,0,0
고구마조림,75.33,13.5155,2.0303,0.3105,0,0.13196,0.969,6.86,0.2414,146.26,23.48,0.951666667,2.492,0,5,0,0,0,1,0,0,0
고구마죽,162.8,36.8665,0.1585,0.0175,0,0.699725,0.945,7.35,0.5475,4.85,43.25,1.033333333,2.492,0,0,0,0,0,0,0,0,0
고구마짜장밥,364.75,61.334,8.0335,1.7125,0,4.8716,2.83,24.25,1.062,844.4,117.35,71.05,5.735,0.164,2,1,0,0,0,0,0,0
고구마찜닭,136.49,13.0445,6.6715,0.6029,0,1.313325,1.175,11.81,0.5105,259.52,71.23,36.31833333,2.875,0,4,0,0,1,0,0,0,0
고구마청경채죽,148.9,33.3935,0.161,0.0155,0,0.67085,0.855,18.9,0.5595,6.7,44.35,10.17916667,4.5565,0,0,0,0,0,0,0,0,0
고구마타락죽,187.6,37.772,1.813,1.1,0,1.4369,0.81,63.1,0.55,22.5,82.8,28.4,2.531,0,0,0,0,0,0,0,0,0
고구마튀김,122.75,18.628,5.0205,0.756,0,0.2525,1.35,7.5,0.225,3.5,24.5,1.333333333,3.56,0,5,0,0,0,1,0,0,0
고구마표고버섯밥,250.5,57.25,0.27,0.025,0,4.1275,1.35,11.8,0.875,8.55,59.6,1.333333333,3.56,0,2,1,0,0,0,0,0,0
고등어간장무조림,92.23,2.341,5.6603,0.302,0,2.543485,0.429,18.71,0.7189,172.01,100.83,8.176666667,3.067,0,4,0,0,1,0,0,0,0
고등어간장조림,92.23,2.341,5.6603,0.302,0,2.543485,0.429,18.71,0.7189,172.01,100.83,8.176666667,3.067,0,4,0,0,1,0,0,0,0
고등어무양념조림,101.8,4.1596,5.9123,0.3464,0,2.555446,1.56,21.08,0.8656,172.4,111.09,26.58416667,3.067,0,4,0,0,1,0,0,0,0
고등어무조림,92.23,2.341,5.6603,0.302,0,2.543485,0.429,18.71,0.7189,172.01,100.83,8.176666667,3.067,0,4,0,0,1,0,0,0,0
고등어살구이,81.3,0.0132,5.6262,0.2924,0,2.4745,0,9.1,0.56,26.25,81.2,8.05,0.35,0,4,0,0,1,0,0,0,0
고등어살조림,92.23,2.341,5.6603,0.302,0,2.543485,0.429,18.71,0.7189,172.01,100.83,8.176666667,3.067,0,4,0,0,1,0,0,0,0
고등어양념조림,80.27,3.5506,3.8365,0.0386,0,2.548801,1.183,19.43,0.7817,171.95,105.69,20.43,3.067,0,4,0,0,1,0,0,0,0
고등어조림,80.27,3.5506,3.8365,0.0386,0,2.548801,1.183,19.43,0.7817,171.95,105.69,20.43,3.067,0,4,0,0,1,0,0,0,0
고등어찹쌀구이,100.15,4.1082,5.6462,0.2924,0,2.493,0,9.3,0.67,26.4,88.75,8.05,0.35,0,4,0,0,1,0,0,0,0
고등어카레구이,91.98,1.7622,6.0642,0.2924,0,2.48386,0,11.05,0.713,26.25,85.16,8.5175,0.35,0,4,0,0,1,0,0,0,0
고사리나물,47.43,1.8422,4.0375,0.6204,0,0.363485,1.214,4.76,0.3919,143.81,29.78,8.739166667,0.903,0,5,0,0,0,1,0,0,0
고사리들깨볶음,73.93,3.3052,6.0245,0.7674,0,0.420185,2.314,24.31,0.7789,143.86,65.58,8.876666667,0.903,0,5,0,0,0,1,0,0,0
고추장찌개,77.26,4.3727,4.3947,0.9518,0,0.741012,1.372,16.08,0.4864,7.95,65.1,4.903333333,2.87,0.123,3,0,1,0,0,0,0,0
곤드레무밥,231.16,39.0162,5.6784,0.6306,0,4.262375,0.21,120.64,1.4791,6.12,55.04,116.2091667,7.353,0,2,1,0,0,0,0,0,0
곤드레주먹밥/양념장,230.05,38.5484,5.6539,0.6221,0,4.19776,0.079,116.94,1.5975,147.51,48.59,119.755,5.4685,0,2,1,0,0,0,0,0,0
곤드레콩나물밥,238.51,39.1702,6.1229,0.7111,0,4.7536,0.56,129.39,1.6506,4.37,71.84,116.2675,5.414,0,2,1,0,0,0,0,0,0
곤약김치무침,20.5,0.7892,2.0012,0.2954,0,0.006233,0.491,16.9,0.1075,7.68,4.18,1.453333333,0.3669,0,5,0,0,0,1,0,0,0
곰국,62.91,0.096,3.3245,1.1099,0,1.619637,0.032,2.23,0.9109,22.25,61.9,2.161666667,0.284,0,3,0,1,0,0,0,0,0
곰취마른새우국,42.46,3.899,1.33,0.0536,0,0.287734,0.967,182.5,3.7852,362.22,79.53,67.10833333,1.594,0.0256,3,0,1,0,0,0,0,0
구이김,6.365,0.3683,0.54355,0.0731,0,0.00423,0,3,0.106,2.58,7.03,12.1525,1.57,0,5,0,0,0,1,0,0,0
군만두,281.65,26.7779,10.1119,2.3038,0,6.330825,2.535,59.25,1.912,65.45,232.95,56.3875,1.7415,8.41,4,0,0,1,0,0,0,0
굴두부국,51.84,1.8288,3.1668,0.436,0,0.7471,0.64,24.56,1.141,47.52,62.28,3.285,1.734,0,3,0,1,0,0,0,0,0
굴미역국,35.41,2.0523,2.3767,0.3167,0,0.374279,1.068,42.73,0.998,272.77,37.63,18.71416667,1,0,3,0,1,0,0,0,0,0
굴비구이,133.1,0.1532,7.3062,0.2924,0,5.439,0,23.8,5.04,144.2,196,0,0,0,4,0,0,1,0,0,0,0
굴소스닭가슴살덮밥,270.92,45.2282,3.6293,0.4557,0,6.645866,1.055,15.91,1.0118,165.69,85.28,68.155,2.0055,0,2,1,0,0,0,0,0,0
귤,27.3,6.93,0.07,0,0,0.343,0,9.1,0,7.7,7.7,0.291666667,30.8,0,7,0,0,0,0,0,1,0
그린샐러드,49.05,3.28,3.8505,0.6005,0,0.169975,1.015,12.8,0.2845,24.15,27.75,9.933333333,27.7565,0,5,0,0,0,1,0,0,0
근대나물,27.04,1.5254,2.0532,0.3084,0,0.168608,0.845,17.03,0.2694,195.71,16.96,76.90083333,1.5769,0,5,0,0,0,1,0,0,0
근대나물된장무침,28.06,1.4792,2.1642,0.3084,0,0.170363,0.821,18.71,0.4305,201.95,16.87,76.90083333,1.5769,0,5,0,0,0,1,0,0,0
근대나물무침,31.19,4.6194,1.2269,0.1921,0,0.169876,1.602,18.79,0.3625,148.02,22.01,89.89583333,1.7138,0,5,0,0,0,1,0,0,0
근대된장국,16.95,1.502,0.337,0.047,0,0.123386,0.572,56.09,0.7176,327.75,49.02,51.22833333,1.031,0.0256,3,0,1,0,0,0,0,0
근대맑은국,15.25,1.579,0.152,0.047,0,0.118511,0.612,53.29,0.4491,317.35,49.17,51.22833333,1.031,0.0256,3,0,1,0,0,0,0,0
근대장국수,81.75,14.767,0.607,0.117,0,1.030886,1.322,60.19,0.9176,362.25,64.82,51.22833333,1.071,0.0256,2,1,0,0,0,0,0,0
근대죽,142.59,26.4658,2.3438,0.3045,0,0.6635,0.885,18.26,0.9025,280.82,47.18,84.17666667,1.61,0,0,0,0,0,0,0,0,0
근대토장국,18.75,2.112,0.367,0.047,0,0.143386,0.572,56.69,0.7776,328.25,51.82,51.22833333,1.031,0.0256,3,0,1,0,0,0,0,0
김가루 청포묵무침,40.61,5.2834,2.0416,0.2938,0,0.033582,0.038,8.3,0.4266,107.06,28.77,13.63583333,1.8438,0,5,0,0,0,1,0,0,0
김가루부추무침,29.21,2.0134,2.1316,0.2938,0,0.170582,0.038,14.2,1.2466,99.46,19.67,15.81083333,3.3438,0,5,0,0,0,1,0,0,0
김가루주먹밥,192.27,33.9242,2.506,0.397,0,3.282706,0.016,55.96,0.6464,313.24,100.19,12.17083333,1.57,1.3776,2,1,0,0,0,0,0,0
김가루찹쌀죽,143.63,27.4568,2.1798,0.3,0,0.35453,0.75,10.31,0.772,7.25,54.91,58.20416667,3.511,0,0,0,0,0,0,0,0,0
김가루채소죽,143.73,27.6108,2.1888,0.303,0,0.63073,0.97,12.26,0.66,8,49.11,60.50416667,3.822,0,0,0,0,0,0,0,0,0
김국,22.65,0.7946,2.0418,0.2944,0,0.008602,0.048,4.84,0.19,98.56,12.51,12.6325,1.641,0,3,0,1,0,0,0,0,0
김달걀말이,74.49,1.7422,4.9812,1.3164,0,1.99463,0,23.8,0.826,54.98,83.43,66.5525,1.57,8.36,4,0,0,1,0,0,0,0
김부각멸치볶음,77.48,6.9624,3.4255,0.5426,0,0.326406,0,52.92,0.3548,214.5,84.39,12.1525,1.57,1.3776,5,0,0,0,1,0,0,0
김자반,23.98,1.3726,2.0361,0.2928,0,0.00423,0,3.47,0.1248,2.75,8.02,12.16166667,1.57,0,5,0,0,0,1,0,0,0
김주먹밥,237.89,40.1062,6.1775,0.8941,0,3.487015,1.619,19.44,0.7909,155.05,63.15,109.78,4.4215,0,1,1,0,0,0,0,0,0
김치녹두전,98.61,9.5958,4.3093,0.8671,0,0.49256,2.66,20.07,0.729,28.69,78.38,7.508333333,2.3715,0.082,5,0,0,0,1,0,0,0
김치누룽지죽,110.15,23.9,0.1,0,0,1.5015,0,11,0.4,36.9,21.95,3.5125,1.05,0,0,0,0,0,0,0,0,0
김치두부국,46.03,2.0477,2.8282,0.4361,0,0.282776,0.653,63.18,0.6408,78.85,67.67,4.221666667,1.7445,0.0256,3,0,1,0,0,0,0,0
김치두부찌개,46.03,2.0477,2.8282,0.4361,0,0.282776,0.653,63.18,0.6408,78.85,67.67,4.221666667,1.7445,0.0256,3,0,1,0,0,0,0,0
김치맑은국,32.35,2.174,1.072,0.178,0,0.450236,0.782,66.14,0.7096,78.9,75.27,3.990833333,1.709,0.0256,3,0,1,0,0,0,0,0
김치베이컨전,73.65,2.2002,5.3312,1.4229,0,0.523975,0,18.6,0.3985,157.6,58.55,18.43333333,10.3655,2.177,4,0,0,1,0,0,0,0
김치볶음,34.97,1.3346,3.0421,0.4389,0,0.126,0,19.63,0.2575,69.76,12.69,7.034166667,2.1,0,5,0,0,0,1,0,0,0
김치볶음밥,221.74,38.0826,5.1511,0.7316,0,3.8015,0,25.46,0.755,84.82,40.93,8.214166667,2.45,0,2,1,0,0,0,0,0,0
김치스팸치즈볶음밥,321.54,40.9006,11.7171,4.3596,0,5.1691,0,152.06,0.911,426.02,251.53,25.1475,7.042,0.142,2,1,0,0,0,0,0,0
김치양팟국,12.95,1.424,0.146,0.038,0,0.065436,0.202,53.34,0.4016,78.7,43.67,3.990833333,1.709,0.0256,3,0,1,0,0,0,0,0
김치어묵국,47.9,5.786,1.068,0.207,0,0.563236,0.212,69.44,0.5656,231,73.12,10.46166667,2.939,0.0256,3,0,1,0,0,0,0,0
김치어묵볶음밥,265.49,42.8496,6.5031,0.9776,0,4.5611,0.09,43.26,0.937,305.97,75.93,17.26,2.8,0,2,1,0,0,0,0,0,0
김치영양밥,191.19,31.9926,5.1391,0.7346,0,2.5328,0.38,16.06,0.681,50.02,43.68,4.701666667,1.463,0,2,1,0,0,0,0,0,0
김치우동,213.88,29.2268,5.7595,0.2918,0,2.629151,1.498,172.87,1.5818,457.41,164.28,4.040833333,2.589,0.0384,2,1,0,0,0,0,0,0
김치유부국,70.1,2.009,4.796,0.038,0,0.524436,0.202,97.59,1.0916,81.25,84.92,3.990833333,1.709,0.0256,3,0,1,0,0,0,0,0
김치유부맑은국,70.1,2.009,4.796,0.038,0,0.524436,0.202,97.59,1.0916,81.25,84.92,3.990833333,1.709,0.0256,3,0,1,0,0,0,0,0
김치죽,112.65,24.51,0.15,0,0,0.6075,0,11.7,0.51,37.2,31.95,3.6125,1.05,0,0,0,0,0,0,0,0,0
김치참치볶음밥,298.59,38.4376,7.3211,0.7316,0,9.7265,0,38.11,4.395,456.42,117.13,9.385,2.8,0,2,1,0,0,0,0,0,0
김치치즈볶음밥,264.25,39.5338,7.4293,3.3306,0,4.6044,0,153,0.778,281.7,212.3,25.3,2.814,0,2,1,0,0,0,0,0,0
